3853_163249_000000_000000	CHAPTER XVI.	CHAPTER sixteen.	true	19.05	20.295	12
3853_163249_000063_000000	Then, having poured out the love and pride and confidence that enriched her sacrifice, she broke down and clung to him, weeping as so many clung and wept in those hard days when men and women gave their dearest, and those who prayed and waited suffered almost as much as those who fought and died.	Then, having poured out the love and pride and confidence that enriched her sacrifice, she broke down and clung to him, weeping as so many clung and wept in those hard days when men and women gave their dearest, and those who prayed and waited suffered almost as much as those who fought and died.	true	1028	1044.76	16
3853_163249_000064_000000	When the deed was once done, it was astonishing what satisfaction they all took in it, how soon they got accustomed to the change, and what pride they felt in "our soldier." The loyal frenzy fell upon the three quiet women, and they could not do too much for their country.	When the deed was once done, it was astonishing what satisfaction they all took in it, how soon they got accustomed to the change, and what pride they felt in "our soldier." The loyal frenzy fell upon the three quiet women, and they could not do too much for their country.	true	1045.79	1061.44	21.847406
3853_163249_000064_000001	Mrs. Sterling cut up her treasured old linen without a murmur; Letty made "comfort bags" by the dozen, put up jelly, and sewed on blue jackets with tireless industry; while Christie proclaimed that if she had twenty lovers she would send them all; and then made preparations enough to nurse the entire party.	mrs Sterling cut up her treasured old linen without a murmur; Letty made "comfort bags" by the dozen, put up jelly, and sewed on blue jackets with tireless industry; while Christie proclaimed that if she had twenty lovers she would send them all; and then made preparations enough to nurse the entire party.	true	1061.69	1079.53	20
3853_163249_000065_000000	David meantime was in camp, getting his first taste of martial life, and not liking it any better than he thought he should; but no one heard a complaint, and he never regretted his "love among the roses," for he was one of the men who had a "principle as well as a weapon," and meant to do good service with both.	David meantime was in camp, getting his first taste of martial life, and not liking it any better than he thought he should; but no one heard a complaint, and he never regretted his "love among the roses," for he was one of the men who had a "principle as well as a weapon," and meant to do good service with both.	true	1080.35	1098.85	21
3853_163249_000066_000000	It would have taken many knapsacks to hold all the gifts showered upon him by his friends and neighbors.	It would have taken many knapsacks to hold all the gifts showered upon him by his friends and neighbors.	true	1099.64	1105.06	19
3853_163249_000066_000001	He accepted all that came, and furnished forth those of his company who were less favored. Among these was Elisha Wilkins, and how he got there should be told.	He accepted all that came, and furnished forth those of his company who were less favored. Among these was Elisha Wilkins, and how he got there should be told.	true	1105.13	1114.63	22.017324
3853_163249_000067_000000	Elisha had not the slightest intention of enlisting, but Mrs. Wilkins was a loyal soul, and could not rest till she had sent a substitute, since she could not go herself.	Elisha had not the slightest intention of enlisting, but mrs Wilkins was a loyal soul, and could not rest till she had sent a substitute, since she could not go herself.	true	1115.24	1125.52	19
3853_163249_000067_000001	Finding that Lisha showed little enthusiasm on the subject, she tried to rouse him by patriotic appeals of various sorts.	Finding that Lisha showed little enthusiasm on the subject, she tried to rouse him by patriotic appeals of various sorts.	true	1125.77	1134.07	20
3853_163249_000067_000002	She read stirring accounts of battles, carefully omitting the dead and wounded; she turned out, baby and all if possible, to cheer every regiment that left; and was never tired of telling Wash how she wished she could add ten years to his age and send him off to fight for his country like a man.	She read stirring accounts of battles, carefully omitting the dead and wounded; she turned out, baby and all if possible, to cheer every regiment that left; and was never tired of telling Wash how she wished she could add ten years to his age and send him off to fight for his country like a man.	true	1134.23	1151.35	18
3853_163249_000068_000000	But nothing seemed to rouse the supine Elisha, who chewed his quid like a placid beast of the field, and showed no sign of a proper spirit.	But nothing seemed to rouse the supine Elisha, who chewed his quid like a placid beast of the field, and showed no sign of a proper spirit.	true	1151.9	1161.13	21.274488
3853_163249_000069_000000	"Very well," said Mrs. Wilkins resolutely to herself, "ef I can't make no impression on his soul I will on his stommick, and see how that'll work."	"Very well," said mrs Wilkins resolutely to herself, "e f I can't make no impression on his soul I will on his stommick, and see how that'll work."	false	1161.5	1170.58	19.820082
3853_163249_000070_000000	Which threat she carried out with such skill and force that Lisha was effectually waked up, for he was "partial to good vittles," and Cynthy was a capital cook.	Which threat she carried out with such skill and force that Lisha was effectually waked up, for he was "partial to good vittles," and Cynthy was a capital cook.	true	1171.25	1181.34	20.328592
3853_163249_000070_000001	Poor rations did not suit him, and he demanded why his favorite dishes were not forthcoming.	Poor rations did not suit him, and he demanded why his favorite dishes were not forthcoming.	true	1181.34	1186.69	20
3853_163249_000071_000000	"We can't afford no nice vittles now when our men are sufferin' so. I should be ashamed to cook 'em, and expect to choke tryin' to eat 'em.	"We can't afford no nice vittles now when our men are sufferin' so. I should be ashamed to cook 'em, and expect to choke tryin' to eat 'em.	false	1186.97	1195.23	20.866163
3853_163249_000071_000001	Every one is sacrificin' somethin', and we mustn't be slack in doin' our part,--the Lord knows it's precious little,--and there won't be no stuffin' in this house for a consid'able spell.	Every one is sacrificin' somethin', and we mustn't be slack in doin' our part,--the Lord knows it's precious little,--and there won't be no stuffin' in this house for a consid'able spell.	false	1195.23	1206.33	14
3853_163249_000071_000002	Ef I could save up enough to send a man to do my share of the fightin', I should be proud to do it.	e f I could save up enough to send a man to do my share of the fightin', I should be proud to do it.	false	1206.33	1212.82	21.657482
3853_163249_000071_000003	Anyway I shall stint the family and send them dear brave fellers every cent I can git without starvin' the children."	Anyway I shall stint the family and send them dear brave fellers every cent I can git without starvin' the children."	false	1212.86	1219.84	18
3853_163249_000072_000000	"Now, Cynthy, don't be ferce.	"Now, Cynthy, don't be ferce.	false	1220.51	1222.92	20.867056
3853_163249_000072_000001	Things will come out all right, and it ain't no use upsettin' every thing and bein' so darned uncomfortable," answered Mr. Wilkins with unusual energy.	Things will come out all right, and it ain't no use upsettin' every thing and bein' so darned uncomfortable," answered mr Wilkins with unusual energy.	false	1222.92	1231.12	13
3853_163249_000073_000000	"Yes it is, Lisha.	"Yes it is, Lisha.	true	1231.52	1233.01	19.67375
3853_163249_000073_000001	No one has a right to be comfortable in such times as these, and this family ain't goin' to be ef I can help it," and Mrs. Wilkins set down her flat-iron with a slam which plainly told her Lisha war was declared.	No one has a right to be comfortable in such times as these, and this family ain't goin' to be e f I can help it," and mrs Wilkins set down her flat iron with a slam which plainly told her Lisha war was declared.	false	1233.05	1246.72	17
3853_163249_000074_000000	He said no more but fell a thinking.	He said no more but fell a thinking.	true	1247.21	1249.48	20.340342
3853_163249_000074_000001	He was not as unmoved as he seemed by the general excitement, and had felt sundry manly impulses to "up and at 'em," when his comrades in the shop discussed the crisis with ireful brandishing of awls, and vengeful pounding of sole leather, as if the rebels were under the hammer.	He was not as unmoved as he seemed by the general excitement, and had felt sundry manly impulses to "up and at 'em," when his comrades in the shop discussed the crisis with ireful brandishing of awls, and vengeful pounding of sole leather, as if the rebels were under the hammer.	true	1249.61	1265.68	17
3853_163249_000074_000002	But the selfish, slothful little man could not make up his mind to brave hardship and danger, and fell back on his duty to his family as a reason for keeping safe at home.	But the selfish, slothful little man could not make up his mind to brave hardship and danger, and fell back on his duty to his family as a reason for keeping safe at home.	false	1266.35	1276.45	19
3853_163249_000075_000000	But now that home was no longer comfortable, now that Cynthy had sharpened her tongue, and turned "ferce," and now--hardest blow of all--that he was kept on short commons, he began to think he might as well be on the tented field, and get a little glory along with the discomfort if that was inevitable.	But now that home was no longer comfortable, now that Cynthy had sharpened her tongue, and turned "ferce," and now-hardest blow of all-that he was kept on short commons, he began to think he might as well be on the tented field, and get a little glory along with the discomfort if that was inevitable.	false	1277.12	1294.18	18
3853_163249_000075_000001	Nature abhors a vacuum, and when food fell short patriotism had a chance to fill the aching void.	Nature abhors a vacuum, and when food fell short patriotism had a chance to fill the aching void.	true	1294.49	1300.39	20
3853_163249_000075_000002	Lisha had about made up his mind, for he knew the value of peace and quietness; and, though his wife was no scold, she was the ruling power, and in his secret soul he considered her a very remarkable woman.	Lisha had about made up his mind, for he knew the value of peace and quietness; and, though his wife was no scold, she was the ruling power, and in his secret soul he considered her a very remarkable woman.	true	1300.49	1313.11	19
3853_163249_000075_000003	He knew what she wanted, but was not going to be hurried for anybody; so he still kept silent, and Mrs. Wilkins began to think she must give it up.	He knew what she wanted, but was not going to be hurried for anybody; so he still kept silent, and mrs Wilkins began to think she must give it up.	false	1313.33	1321.84	21
3853_163249_000075_000004	An unexpected ally appeared however, and the good woman took advantage of it to strike one last blow.	An unexpected ally appeared however, and the good woman took advantage of it to strike one last blow.	true	1322.03	1328.29	19
3853_163249_000076_000000	Lisha sat eating a late breakfast one morning, with a small son at either elbow, waiting for stray mouthfuls and committing petty larcenies right and left, for Pa was in a brown study.	Lisha sat eating a late breakfast one morning, with a small son at either elbow, waiting for stray mouthfuls and committing petty larcenies right and left, for Pa was in a brown study.	false	1329.11	1339.72	17
3853_163249_000076_000001	Mrs. Wilkins was frying flap-jacks, and though this is not considered an heroical employment she made it so that day.	mrs Wilkins was frying flap jacks, and though this is not considered an heroical employment she made it so that day.	true	1340.18	1347.4	15
3853_163249_000076_000002	This was a favorite dish of Lisha's, and she had prepared it as a bait for this cautious fish. To say that the fish rose at once and swallowed the bait, hook and all, but feebly expresses the justice done to the cakes by that long-suffering man.	This was a favorite dish of Lisha's, and she had prepared it as a bait for this cautious fish. To say that the fish rose at once and swallowed the bait, hook and all, but feebly expresses the justice done to the cakes by that long suffering man.	true	1347.68	1361.89	20
3853_163249_000076_000003	Waiting till he had a tempting pile of the lightest, brownest flapjacks ever seen upon his plate, and was watching an extra big bit of butter melt luxuriously into the warm bosom of the upper one, with a face as benign as if some of the molasses he was trickling over them had been absorbed into his nature, Mrs. Wilkins seized the propitious moment to say impressively:	Waiting till he had a tempting pile of the lightest, brownest flapjacks ever seen upon his plate, and was watching an extra big bit of butter melt luxuriously into the warm bosom of the upper one, with a face as benign as if some of the molasses he was trickling over them had been absorbed into his nature, mrs Wilkins seized the propitious moment to say impressively:	true	1362.29	1384.6	19
3853_163249_000077_000000	"David Sterlin' has enlisted!"	"David Sterlin' has enlisted!"	true	1385.12	1387.05	21.675713
3853_163249_000078_000000	"Sho! has he, though?"	"Sho! has he, though?"	false	1387.05	1389.4	18.548307
3853_163249_000079_000000	"Of course he has! any man with the spirit of a muskeeter would."	"Of course he has! any man with the spirit of a muskeeter would."	true	1389.74	1393.6	20
3853_163249_000080_000000	"Well, he ain't got a family, you see."	"Well, he ain't got a family, you see."	false	1393.82	1395.85	20.212542
3853_163249_000081_000000	"He's got his old mother, that sister home from furrin' parts somewheres, and Christie just going to be married.	"He's got his old mother, that sister home from furrin' parts somewheres, and Christie just going to be married.	false	1396.04	1402.27	17
3853_163249_000081_000001	I should like to know who's got a harder family to leave than that?"	I should like to know who's got a harder family to leave than that?"	false	1402.46	1406.61	21.518337
3853_163249_000082_000000	"Six young children is harder: ef I went fifin' and drummin' off, who 'd take care of them I'd like to know?"	"Six young children is harder: e f I went fifin' and drummin' off, who 'd take care of them I'd like to know?"	false	1406.61	1412.56	17
3853_163249_000083_000000	"I guess I could support the family ef I give my mind to it;" and Mrs. Wilkins turned a flapjack with an emphasis that caused her lord to bolt a hot triangle with dangerous rapidity; for well he knew very little of his money went into the common purse.	"I guess I could support the family e f I give my mind to it;" and mrs Wilkins turned a flapjack with an emphasis that caused her lord to bolt a hot triangle with dangerous rapidity; for well he knew very little of his money went into the common purse.	false	1413.29	1428.64	18
3853_163249_000083_000001	She never reproached him, but the fact nettled him now; and something in the tone of her voice made that sweet morsel hard to swallow.	She never reproached him, but the fact nettled him now; and something in the tone of her voice made that sweet morsel hard to swallow.	true	1428.74	1436.61	19
3853_163249_000084_000000	"'Pears to me you 're in ruther a hurry to be a widder, Cynthy, shovin' me off to git shot in this kind of a way," growled Lisha, ill at ease.	"'Pears to me you 're in ruther a hurry to be a widder, Cynthy, shovin' me off to git shot in this kind of a way," growled Lisha, ill at ease.	false	1436.61	1445.01	19.410852
3853_163249_000085_000000	"I'd ruther be a brave man's widder than a coward's wife, any day!" cried the rebellious Cynthy: then she relented, and softly slid two hot cakes into his plate; adding, with her hand upon his shoulder, "Lisha, dear, I want to be proud of my husband as other women be of theirs.	"I'd ruther be a brave man's widder than a coward's wife, any day!" cried the rebellious Cynthy: then she relented, and softly slid two hot cakes into his plate; adding, with her hand upon his shoulder, "Lisha, dear, I want to be proud of my husband as other women be of theirs.	false	1445.01	1462.45	20
3853_163249_000085_000001	Every one gives somethin', I've only got you, and I want to do my share, and do it hearty."	Every one gives somethin', I've only got you, and I want to do my share, and do it hearty."	true	1462.67	1467.61	14
3853_163249_000086_000000	She went back to her work, and Mr. Wilkins sat thoughtfully stroking the curly heads beside him, while the boys ravaged his plate, with no reproof, but a half audible, "My little chaps, my little chaps!"	She went back to her work, and mr Wilkins sat thoughtfully stroking the curly heads beside him, while the boys ravaged his plate, with no reproof, but a half audible, "My little chaps, my little chaps!"	false	1468.61	1481.08	22.206694
3853_163249_000087_000000	She thought she had got him, and smiled to herself, even while a great tear sputtered on the griddle at those last words of his.	She thought she had got him, and smiled to herself, even while a great tear sputtered on the griddle at those last words of his.	false	1481.9	1488.52	17
3853_163249_000088_000000	Imagine her dismay, when, having consumed the bait, her fish gave signs of breaking the line, and escaping after all; for Mr. Wilkins pushed back his chair, and said slowly, as he filled his pipe:	Imagine her dismay, when, having consumed the bait, her fish gave signs of breaking the line, and escaping after all; for mr Wilkins pushed back his chair, and said slowly, as he filled his pipe:	true	1489.43	1500.85	20
3853_163249_000089_000000	"I'm blest ef I can see the sense of a lot of decent men going off to be froze, and starved, and blowed up jest for them confounded niggers."	"I'm blest e f I can see the sense of a lot of decent men going off to be froze, and starved, and blowed up jest for them confounded niggers."	false	1501.25	1509.22	15
3853_163249_000090_000000	He got no further, for his wife's patience gave out; and, leaving her cakes to burn black, she turned to him with a face glowing like her stove, and cried out:	He got no further, for his wife's patience gave out; and, leaving her cakes to burn black, she turned to him with a face glowing like her stove, and cried out:	false	1509.71	1518.64	18
3853_163249_000091_000000	"Lisha, ain't you got no heart?	"Lisha, ain't you got no heart?	true	1518.71	1520.82	22.075188
3853_163249_000091_000001	can you remember what Hepsey told us, and call them poor, long-sufferin' creeters names?	can you remember what Hepsey told us, and call them poor, long sufferin' creeters names?	false	1520.82	1526.17	19
3853_163249_000091_000002	Can you think of them wretched wives sold from their husbands; them children as clear as ourn tore from their mothers; and old folks kep slavin eighty long, hard years with no pay, no help, no pity, when they git past work?	Can you think of them wretched wives sold from their husbands; them children as clear as ourn tore from their mothers; and old folks k e p slavin eighty long, hard years with no pay, no help, no pity, when they git past work?	false	1526.17	1539.63	19
3853_163249_000091_000003	Lisha Wilkins, look at that, and say no ef you darst!"	Lisha Wilkins, look at that, and say no e f you darst!"	true	1539.63	1543.84	22.522793
3853_163249_000092_000000	Mrs. Wilkins was a homely woman in an old calico gown, but her face, her voice, her attitude were grand, as she flung wide the door of the little back bedroom. and pointed with her tin spatula to the sight beyond.	mrs Wilkins was a homely woman in an old calico gown, but her face, her voice, her attitude were grand, as she flung wide the door of the little back bedroom. and pointed with her tin spatula to the sight beyond.	false	1544.09	1557.31	17
3853_163249_000093_000000	Only Hepsey sitting by a bed where lay what looked more like a shrivelled mummy than a woman.	Only Hepsey sitting by a bed where lay what looked more like a shrivelled mummy than a woman.	true	1557.53	1562.47	15
3853_163249_000093_000001	Ah! but it was that old mother worked and waited for so long: blind now, and deaf; childish, and half dead with many hardships, but safe and free at last; and Hepsey's black face was full of a pride, a peace, and happiness more eloquent and touching than any speech or sermon ever uttered.	Ah! but it was that old mother worked and waited for so long: blind now, and deaf; childish, and half dead with many hardships, but safe and free at last; and Hepsey's black face was full of a pride, a peace, and happiness more eloquent and touching than any speech or sermon ever uttered.	true	1562.75	1580.71	20
3853_163249_000094_000000	Mr. Wilkins had heard her story, and been more affected by it than he would confess: now it came home to him with sudden force; the thought of his own mother, wife, or babies torn from him stirred him to the heart, and the manliest emotion he had ever known caused him to cast his pipe at his feet, put on his hat with an energetic slap, and walk out of the house, wearing an expression on his usually wooden face that caused his wife to clap her hands and cry exultingly:	mr Wilkins had heard her story, and been more affected by it than he would confess: now it came home to him with sudden force; the thought of his own mother, wife, or babies torn from him stirred him to the heart, and the manliest emotion he had ever known caused him to cast his pipe at his feet, put on his hat with an energetic slap, and walk out of the house, wearing an expression on his usually wooden face that caused his wife to clap her hands and cry exultingly:	false	1581.14	1608.79	19
3853_163249_000095_000000	"I thought that would fetch him!"	"I thought that would fetch him!"	true	1608.8	1610.77	23.724762
3853_163249_000096_000000	Then she fell to work like an inspired woman; and at noon a sumptuous dinner "smoked upon the board;" the children were scrubbed till their faces shone; and the room was as fresh and neat as any apartment could be with the penetrating perfume of burnt flapjacks still pervading the air, and three dozen ruffled nightcaps decorating the clothes-lines overhead.	Then she fell to work like an inspired woman; and at noon a sumptuous dinner "smoked upon the board;" the children were scrubbed till their faces shone; and the room was as fresh and neat as any apartment could be with the penetrating perfume of burnt flapjacks still pervading the air, and three dozen ruffled nightcaps decorating the clothes lines overhead.	false	1611.86	1632.82	19
3853_163249_000097_000000	"Tell me the instant minute you see Pa a comin', and I'll dish up the gravy," was Mrs. Wilkins's command, as she stepped in with a cup of tea for old "Harm," as she called Hepsey's mother.	"Tell me the instant minute you see Pa a comin', and I'll dish up the gravy," was mrs Wilkins's command, as she stepped in with a cup of tea for old "Harm," as she called Hepsey's mother.	false	1633.1	1642.69	17
3853_163249_000098_000000	"He's a comin', Ma!" called Gusty, presently.	"He's a comin', Ma!" called Gusty, presently.	true	1643.06	1646.05	23.16303
3853_163249_000099_000000	"No, he ain't: it's a trainer," added Ann Lizy.	"No, he ain't: it's a trainer," added Ann Lizy.	false	1646.18	1649.68	21.335587
3853_163249_000100_000000	"Yes, 'tis Pa! oh, my eye!	"Yes, 'tis Pa! oh, my eye!	false	1650.02	1652.31	22
3853_163249_000100_000001	ain't he stunnin'!" cried Wash, stricken for the first time with admiration of his sire.	ain't he stunnin'!" cried Wash, stricken for the first time with admiration of his sire.	false	1652.31	1657.15	16
3853_163249_000101_000000	Before Mrs. Wilkins could reply to these conflicting rumors her husband walked in, looking as martial as his hollow chest and thin legs permitted, and, turning his cap nervously in his hands, said half-proudly, half-reproachfully:	Before mrs Wilkins could reply to these conflicting rumors her husband walked in, looking as martial as his hollow chest and thin legs permitted, and, turning his cap nervously in his hands, said half proudly, half reproachfully:	true	1657.52	1670.56	20
3853_163249_000102_000000	"Now, Cynthy, be you satisfied?"	"Now, Cynthy, be you satisfied?"	true	1670.87	1673.32	23.935177
3853_163249_000103_000000	"Oh, my Lisha!	"Oh, my Lisha!	true	1673.66	1675.05	19
3853_163249_000103_000001	I be, I be!" and the inconsistent woman fell upon his buttony breast weeping copiously.	I be, I be!" and the inconsistent woman fell upon his buttony breast weeping copiously.	true	1675.05	1681.12	22.283958
3853_163249_000104_000000	If ever a man was praised and petted, admired and caressed, it was Elisha Wilkins that day.	If ever a man was praised and petted, admired and caressed, it was Elisha Wilkins that day.	true	1681.55	1687.03	17
3853_163249_000104_000001	His wife fed him with the fat of the land, regardless of consequences; his children revolved about him with tireless curiosity and wonder; his neighbors flocked in to applaud, advise, and admire; every one treated him with a respect most grateful to his feelings; he was an object of interest, and with every hour his importance increased, so that by night he felt like a Commander-in-Chief, and bore himself accordingly.	His wife fed him with the fat of the land, regardless of consequences; his children revolved about him with tireless curiosity and wonder; his neighbors flocked in to applaud, advise, and admire; every one treated him with a respect most grateful to his feelings; he was an object of interest, and with every hour his importance increased, so that by night he felt like a Commander in Chief, and bore himself accordingly.	true	1687.13	1711.06	20
3853_163249_000104_000002	He had enlisted in David's regiment, which was a great comfort to his wife; for though her stout heart never failed her, it grew very heavy at times; and when Lisha was gone, she often dropped a private tear over the broken pipe that always lay in its old place, and vented her emotions by sending baskets of nourishment to Private Wilkins, which caused that bandy-legged warrior to be much envied and cherished by his mates.	He had enlisted in David's regiment, which was a great comfort to his wife; for though her stout heart never failed her, it grew very heavy at times; and when Lisha was gone, she often dropped a private tear over the broken pipe that always lay in its old place, and vented her emotions by sending baskets of nourishment to Private Wilkins, which caused that bandy legged warrior to be much envied and cherished by his mates.	false	1711.31	1734.79	22
3853_163249_000105_000000	"I'm glad I done it; for it will make a man of Lisha; and, if I've sent him to his death, God knows he'll be fitter to die than if he stayed here idlin' his life away."	"I'm glad I done it; for it will make a man of Lisha; and, if I've sent him to his death, God knows he'll be fitter to die than if he stayed here idlin' his life away."	true	1735.37	1745.86	21
3853_163249_000106_000000	Then the good soul openly shouldered the burden she had borne so long in secret, and bravely trudged on alone.	Then the good soul openly shouldered the burden she had borne so long in secret, and bravely trudged on alone.	true	1746.74	1752.85	17
3853_163249_000107_000000	"Another great battle!" screamed the excited news-boys in the streets.	"Another great battle!" screamed the excited news boys in the streets.	true	1753.19	1757.29	21
3853_163249_000107_000001	"Another great battle!" read Letty in the cottage parlor. "Another great battle!" cried David, coming in with the war-horse expression on his face a month or two after he enlisted.	"Another great battle!" read Letty in the cottage parlor. "Another great battle!" cried David, coming in with the war horse expression on his face a month or two after he enlisted.	false	1757.33	1767.64	19
3853_163249_000108_000000	The women dropped their work to look and listen; for his visits were few and short, and every instant was precious.	The women dropped their work to look and listen; for his visits were few and short, and every instant was precious.	true	1767.98	1773.88	19
3853_163249_000108_000001	When the first greetings were over, David stood silent an instant, and a sudden mist came over his eyes as he glanced from one beloved face to another; then he threw back his head with the old impatient gesture, squared his shoulders, and said in a loud, cheerful voice, with a suspicious undertone of emotion in it, however:	When the first greetings were over, David stood silent an instant, and a sudden mist came over his eyes as he glanced from one beloved face to another; then he threw back his head with the old impatient gesture, squared his shoulders, and said in a loud, cheerful voice, with a suspicious undertone of emotion in it, however:	true	1774.13	1792	18
3853_163249_000109_000000	"My precious people, I've got something to tell you: are you ready?"	"My precious people, I've got something to tell you: are you ready?"	true	1792.37	1795.87	23.17112
3853_163249_000110_000000	They knew what it was without a word.	They knew what it was without a word.	true	1796.06	1797.91	19.68108
3853_163249_000110_000001	Mrs. Sterling clasped her hands and bowed her head.	mrs Sterling clasped her hands and bowed her head.	true	1797.91	1800.81	20.946388
3853_163249_000110_000002	Letty turned pale and dropped her work; but Christie's eyes kindled, as she answered with a salute:	Letty turned pale and dropped her work; but Christie's eyes kindled, as she answered with a salute:	false	1800.81	1806.16	22.620625
3853_163249_000111_000000	"Ready, my General."	"Ready, my General."	true	1806.23	1807.87	22.432747
3853_163249_000112_000000	"We are ordered off at once, and go at four this afternoon.	"We are ordered off at once, and go at four this afternoon.	true	1808.27	1811.81	22
3853_163249_000112_000001	I've got a three hours' leave to say good-by in.	I've got a three hours' leave to say good by in.	false	1811.81	1814.41	23
3853_163249_000112_000002	Now, let's be brave and enjoy every minute of it."	Now, let's be brave and enjoy every minute of it."	true	1814.54	1817.53	21.674997
3853_163249_000113_000000	"We will: what can I do for you, Davy?" asked Christie, wonderfully supported by the thought that she was going too.	"We will: what can I do for you, Davy?" asked Christie, wonderfully supported by the thought that she was going too.	false	1817.93	1825.17	21.789383
3853_163249_000114_000000	"Keep your promise, dear," he answered, while the warlike expression changed to one of infinite tenderness.	"Keep your promise, dear," he answered, while the warlike expression changed to one of infinite tenderness.	true	1825.17	1830.88	21.79875
3853_163249_000115_000000	"What promise?"	"What promise?"	true	1831.4	1832.5	22.90839
3853_163249_000116_000000	"This;" and he held out his hand with a little paper in it.	"This;" and he held out his hand with a little paper in it.	true	1832.99	1836.91	22.99373
3853_163249_000116_000001	She saw it was a marriage license, and on it lay a wedding-ring.	She saw it was a marriage license, and on it lay a wedding ring.	true	1836.91	1840.36	19.651402
3853_163249_000116_000002	She did not hesitate an instant, but laid her own hand in his, and answered with her heart in her face:	She did not hesitate an instant, but laid her own hand in his, and answered with her heart in her face:	false	1840.4	1846.21	19.987335
3853_163249_000117_000000	"I'll keep it, David."	"I'll keep it, David."	true	1846.43	1847.89	24.862103
3853_163249_000118_000000	"I knew you would!" then holding her close he said in a tone that made it very hard for her to keep steady, as she had vowed she would do to the last: "I know it is much to ask, but I want to feel that you are mine before I go.	"I knew you would!" then holding her close he said in a tone that made it very hard for her to keep steady, as she had vowed she would do to the last: "I know it is much to ask, but I want to feel that you are mine before I go.	false	1848.29	1861.24	20.552042
3853_163249_000118_000001	Not only that, but it will be a help and protection to you, dear, when you follow.	Not only that, but it will be a help and protection to you, dear, when you follow.	false	1861.34	1866.28	18
3853_163249_000118_000002	As a married woman you will get on better, as my wife you will be allowed to come to me if I need you, and as my"--he stopped there, for he could not add--"as my widow you will have my pension to support you."	As a married woman you will get on better, as my wife you will be allowed to come to me if I need you, and as my"--he stopped there, for he could not add-"as my widow you will have my pension to support you."	false	1866.29	1879.12	22.245964
3853_163249_000119_000000	She understood, put both arms about his neck as if to keep him safe, and whispered fervently:	She understood, put both arms about his neck as if to keep him safe, and whispered fervently:	true	1879.85	1885.33	22.207048
3853_163249_000120_000000	"Nothing can part us any more, not even death; for love like ours will last for ever."	"Nothing can part us any more, not even death; for love like ours will last for ever."	true	1885.7	1890.82	21.821417
3853_163249_000121_000000	"Then you are quite willing to try the third great experiment?"	"Then you are quite willing to try the third great experiment?"	true	1891.61	1894.84	22.648361
3853_163249_000122_000000	"Glad and proud to do it." "With no doubt, no fear, to mar your consent." "Not one, David." "That's true love, Christie!"	"Glad and proud to do it." "With no doubt, no fear, to mar your consent." "Not one, David." "That's true love, Christie!"	true	1895.09	1902.94	23.079628
3853_163249_000123_000000	Then they stood quite still for a time, and in the silence the two hearts talked together in the sweet language no tongue can utter. Presently David said regretfully:	Then they stood quite still for a time, and in the silence the two hearts talked together in the sweet language no tongue can utter. Presently David said regretfully:	true	1903.55	1912.75	22.088348
3853_163249_000124_000000	"I meant it should be so different.	"I meant it should be so different.	true	1913.15	1914.86	19.46873
3853_163249_000124_000001	I always planned that we'd be married some bright summer day, with many friends about us; then take a happy little journey somewhere together, and come back to settle down at home in the dear old way.	I always planned that we'd be married some bright summer day, with many friends about us; then take a happy little journey somewhere together, and come back to settle down at home in the dear old way.	true	1914.86	1924.78	18
3853_163249_000124_000002	Now it's all so hurried, sorrowful, and strange.	Now it's all so hurried, sorrowful, and strange.	true	1924.94	1928.11	20.693827
3853_163249_000124_000003	A dull November day; no friends but Mr. Power, who will be here soon; no journey but my march to Washington alone; and no happy coming home together in this world perhaps.	A dull November day; no friends but mr Power, who will be here soon; no journey but my march to Washington alone; and no happy coming home together in this world perhaps.	false	1928.18	1938.99	21
3853_163249_000124_000004	Can you bear it, love?"	Can you bear it, love?"	true	1938.99	1940.44	25.373909
3853_163249_000125_000000	"Have no fear for me: I feel as if I could bear any thing just now; for I've got into a heroic mood and I mean to keep so as long as I can.	"Have no fear for me: I feel as if I could bear any thing just now; for I've got into a heroic mood and I mean to keep so as long as I can.	true	1941.02	1949.35	22
3853_163249_000125_000001	I've always wanted to live in stirring times, to have a part in great deeds, to sacrifice and suffer something for a principle or a person; and now I have my wish.	I've always wanted to live in stirring times, to have a part in great deeds, to sacrifice and suffer something for a principle or a person; and now I have my wish.	true	1949.54	1959.19	21.722696
3853_163249_000125_000002	I like it, David: it's a grand time to live, a splendid chance to do and suffer; and I want to be in it heart and soul, and earn a little of the glory or the martyrdom that will come in the end.	I like it, David: it's a grand time to live, a splendid chance to do and suffer; and I want to be in it heart and soul, and earn a little of the glory or the martyrdom that will come in the end.	true	1959.41	1970.35	18
3853_163249_000125_000003	Surely I shall if I give you and myself to the cause; and I do it gladly, though I know that my heart has got to ache as it never has ached yet, when my courage fails, as it will by and by, and my selfish soul counts the cost of my offering after the excitement is over.	Surely I shall if I give you and myself to the cause; and I do it gladly, though I know that my heart has got to ache as it never has ached yet, when my courage fails, as it will by and by, and my selfish soul counts the cost of my offering after the excitement is over.	true	1970.57	1987.78	20
3853_163249_000125_000004	Help me to be brave and strong, David: don't let me complain or regret, but show me what lies beyond, and teach me to believe that simply doing the right is reward and happiness enough."	Help me to be brave and strong, David: don't let me complain or regret, but show me what lies beyond, and teach me to believe that simply doing the right is reward and happiness enough."	true	1988.03	1998.97	22.254133
