2902_9006_000000_000000	This is a LibriVox recording.	This is a LibriVox recording.	true	2.82	4.78	22.82075
2902_9006_000023_000001	That wonderful metaphysic subtlety, which, in phrases and definitions too often unmeaning to our grosser intellect, saw the symbols of the most important spiritual realities, and felt that on the distinction between homoousios and homoiousios might hang the solution of the whole problem of humanity, was set to battle in Alexandria, the ancient stronghold of Greek philosophy, with the effete remains of the very scientific thought to which it owed its extraordinary culture.	That wonderful metaphysic subtlety, which, in phrases and definitions too often unmeaning to our grosser intellect, saw the symbols of the most important spiritual realities, and felt that on the distinction between homoousios and homoiousios might hang the solution of the whole problem of humanity, was set to battle in Alexandria, the ancient stronghold of Greek philosophy, with the effete remains of the very scientific thought to which it owed its extraordinary culture.	false	1174.94	1206.49	19.482151
2902_9006_000023_000002	Monastic isolation from family and national duties especially fitted the fathers of that period for the task, by giving them leisure, if nothing else, to face questions with a lifelong earnestness impossible to the more social and practical Northern mind.	Monastic isolation from family and national duties especially fitted the fathers of that period for the task, by giving them leisure, if nothing else, to face questions with a lifelong earnestness impossible to the more social and practical Northern mind.	true	1207.25	1223.02	20.443968
2902_9006_000023_000003	Our duty is, instead of sneering at them as pedantic dreamers, to thank Heaven that men were found, just at the time when they were wanted, to do for us what we could never have done for ourselves; to leave to us, as a precious heirloom, bought most truly with the lifeblood of their race, a metaphysic at once Christian and scientific, every attempt to improve on which has hitherto been found a failure; and to battle victoriously with that strange brood of theoretic monsters begotten by effete Greek philosophy upon Egyptian symbolism, Chaldee astrology, Parsee dualism, Brahminic spiritualism-graceful and gorgeous phantoms, whereof somewhat more will be said in the coming chapters.	Our duty is, instead of sneering at them as pedantic dreamers, to thank Heaven that men were found, just at the time when they were wanted, to do for us what we could never have done for ourselves; to leave to us, as a precious heirloom, bought most truly with the lifeblood of their race, a metaphysic at once Christian and scientific, every attempt to improve on which has hitherto been found a failure; and to battle victoriously with that strange brood of theoretic monsters begotten by effete Greek philosophy upon Egyptian symbolism, Chaldee astrology, Parsee dualism, Brahminic spiritualism graceful and gorgeous phantoms, whereof somewhat more will be said in the coming chapters.	false	1223.69	1268.71	20.10241
2902_9006_000024_000000	I have, in my sketch of Hypatia and her fate, closely followed authentic history, especially Socrates' account of the closing scene, as given in Book vii.	I have, in my sketch of Hypatia and her fate, closely followed authentic history, especially Socrates' account of the closing scene, as given in Book vii.	false	1270.04	1280.46	18.918987
2902_9006_000024_000001	Para 15, of his _Ecclesiastical History_.	Para fifteen, of his underscore Ecclesiastical History underscore.	false	1280.46	1284.63	18.575565
2902_9006_000024_000002	I am inclined, however, for various historical reasons, to date her death two years earlier than he does.	I am inclined, however, for various historical reasons, to date her death two years earlier than he does.	true	1284.63	1290.85	19.396183
2902_9006_000024_000003	The tradition that she was the wife of Isidore, the philosopher, I reject with Gibbon, as a palpable anachronism of at least fifty years (Isidore's master, Proclus, not having been born till the year before Hypatia's death), contradicted, moreover, by the very author of it, Photius, who says distinctly, after comparing Hypatia and Isidore, that Isidore married a certain 'Domna.' No hint, moreover, of her having been married appears in any contemporary authors; and the name of Isidore nowhere occurs among those of the many mutual friends to whom Synesius sends messages in his letters to Hypatia, in which, if anywhere, we should find mention of a husband, had one existed.	The tradition that she was the wife of Isidore, the philosopher, I reject with Gibbon, as a palpable anachronism of at least fifty years (Isidore's master, Proclus, not having been born till the year before Hypatia's death), contradicted, moreover, by the very author of it, Photius, who says distinctly, after comparing Hypatia and Isidore, that Isidore married a certain 'Domna.' No hint, moreover, of her having been married appears in any contemporary authors; and the name of Isidore nowhere occurs among those of the many mutual friends to whom Synesius sends messages in his letters to Hypatia, in which, if anywhere, we should find mention of a husband, had one existed.	false	1291.34	1335.73	18.991
2902_9006_000024_000004	To Synesius's most charming letters, as well as to those of Isidore, the good Abbot of Pelusium, I beg leave to refer those readers who wish for further information about the private life of the fifth century.	To Synesius's most charming letters, as well as to those of Isidore, the good Abbot of Pelusium, I beg leave to refer those readers who wish for further information about the private life of the fifth century.	true	1336.58	1350.13	19.537203
2902_9006_000025_000000	I cannot hope that these pages will be altogether free from anachronisms and errors.	I cannot hope that these pages will be altogether free from anachronisms and errors.	true	1351.31	1356.28	18.776327
2902_9006_000025_000001	I can only say that I have laboured honestly and industriously to discover the truth, even in its minutest details, and to sketch the age, its manners and its literature, as I found them-altogether artificial, slipshod, effete, resembling far more the times of Louis Quinze than those of Sophocles and Plato.	I can only say that I have laboured honestly and industriously to discover the truth, even in its minutest details, and to sketch the age, its manners and its literature, as I found them altogether artificial, slipshod, effete, resembling far more the times of Louis Quinze than those of Sophocles and Plato.	true	1356.47	1376.71	20.293978
2902_9006_000025_000002	And so I send forth this little sketch, ready to give my hearty thanks to any reviewer, who, by exposing my mistakes, shall teach me and the public somewhat more about the last struggle between the Young Church and the Old World.	And so I send forth this little sketch, ready to give my hearty thanks to any reviewer, who, by exposing my mistakes, shall teach me and the public somewhat more about the last struggle between the Young Church and the Old World.	true	1377.26	1391.4	19.64444
2902_9006_000026_000000	CHAPTER I: THE LAURA	CHAPTER one: THE LAURA	false	1391.4	1391.43	-20
2902_9006_000027_000000	In the four hundred and thirteenth year of the Christian Era, some three hundred miles above Alexandria, the young monk Philammon was sitting on the edge of a low range of inland cliffs, crested with drifting sand. Behind him the desert sand-waste stretched, lifeless, interminable, reflecting its lurid glare on the horizon of the cloudless vault of blue.	In the four hundred and thirteenth year of the Christian Era, some three hundred miles above Alexandria, the young monk Philammon was sitting on the edge of a low range of inland cliffs, crested with drifting sand. Behind him the desert sand waste stretched, lifeless, interminable, reflecting its lurid glare on the horizon of the cloudless vault of blue.	false	1391.43	1392.09	-20
2902_9006_000027_000001	At his feet the sand dripped and trickled, in yellow rivulets, from crack to crack and ledge to ledge, or whirled past him in tiny jets of yellow smoke, before the fitful summer airs.	At his feet the sand dripped and trickled, in yellow rivulets, from crack to crack and ledge to ledge, or whirled past him in tiny jets of yellow smoke, before the fitful summer airs.	false	1392.09	1392.45	-20
2902_9006_000027_000002	Here and there, upon the face of the cliffs which walled in the opposite side of the narrow glen below, were cavernous tombs, huge old quarries, with obelisks and half-cut pillars, standing as the workmen had left them centuries before; the sand was slipping down and piling up around them, their heads were frosted with the arid snow; everywhere was silence, desolation-the grave of a dead nation, in a dying land.	Here and there, upon the face of the cliffs which walled in the opposite side of the narrow glen below, were cavernous tombs, huge old quarries, with obelisks and half cut pillars, standing as the workmen had left them centuries before; the sand was slipping down and piling up around them, their heads were frosted with the arid snow; everywhere was silence, desolation the grave of a dead nation, in a dying land.	false	1392.45	1393.59	18.207964
2902_9006_000027_000003	And there he sat musing above it all, full of life and youth and health and beauty--a young Apollo of the desert.	And there he sat musing above it all, full of life and youth and health and beauty-a young Apollo of the desert.	false	1393.59	1394.55	17.008938
2902_9006_000027_000004	His only clothing was a ragged sheep-skin, bound with a leathern girdle.	His only clothing was a ragged sheep skin, bound with a leathern girdle.	false	1394.55	1395.09	-20
2902_9006_000027_000005	His long black locks, unshorn from childhood, waved and glistened in the sun; a rich dark down on cheek and chin showed the spring of healthful manhood; his hard hands and sinewy sunburnt limbs told of labour and endurance; his flashing eyes and beetling brow, of daring, fancy, passion, thought, which had no sphere of action in such a place.	His long black locks, unshorn from childhood, waved and glistened in the sun; a rich dark down on cheek and chin showed the spring of healthful manhood; his hard hands and sinewy sunburnt limbs told of labour and endurance; his flashing eyes and beetling brow, of daring, fancy, passion, thought, which had no sphere of action in such a place.	false	1395.09	1397.58	-20
2902_9006_000027_000006	What did his glorious young humanity alone among the tombs?	What did his glorious young humanity alone among the tombs?	false	1397.58	1397.97	-20
