3170_137482_000000_000000	CHAPTER XVII	CHAPTER seventeen	false	2.43	28.95	21.062904
3170_137482_000035_000000	"And I, sir," I said, "will remain near his bed in this arm-chair, for if I went away the patient would die, and he will live as long as I am near him."	"And I, sir," I said, "will remain near his bed in this arm chair, for if I went away the patient would die, and he will live as long as I am near him."	true	1167.23	1176.34	21.389067
3170_137482_000036_000000	This sententious answer struck them with astonishment, as I expected it would, and they looked at each other in great surprise.	This sententious answer struck them with astonishment, as I expected it would, and they looked at each other in great surprise.	true	1176.35	1183.69	22.933212
3170_137482_000037_000000	We had supper, and in the little conversation we had I gathered the information that the senator, their friend, was M. de Bragadin, the only brother of the procurator of that name.	We had supper, and in the little conversation we had I gathered the information that the senator, their friend, was m de Bragadin, the only brother of the procurator of that name.	false	1184.48	1196.35	22.154112
3170_137482_000037_000001	He was celebrated in Venice not only for his eloquence and his great talents as a statesman, but also for the gallantries of his youth.	He was celebrated in Venice not only for his eloquence and his great talents as a statesman, but also for the gallantries of his youth.	true	1196.81	1204.39	22.387854
3170_137482_000037_000002	He had been very extravagant with women, and more than one of them had committed many follies for him.	He had been very extravagant with women, and more than one of them had committed many follies for him.	true	1204.7	1210.03	21.97059
3170_137482_000037_000003	He had gambled and lost a great deal, and his brother was his most bitter enemy, because he was infatuated with the idea that he had tried to poison him.	He had gambled and lost a great deal, and his brother was his most bitter enemy, because he was infatuated with the idea that he had tried to poison him.	true	1210.13	1218.97	22.964472
3170_137482_000037_000004	He had accused him of that crime before the Council of Ten, which, after an investigation of eight months, had brought in a verdict of not guilty: but that just sentence, although given unanimously by that high tribunal, had not had the effect of destroying his brother's prejudices against him.	He had accused him of that crime before the Council of Ten, which, after an investigation of eight months, had brought in a verdict of not guilty: but that just sentence, although given unanimously by that high tribunal, had not had the effect of destroying his brother's prejudices against him.	false	1219.34	1236.12	21.641787
3170_137482_000038_000000	M. de Bragadin, who was perfectly innocent of such a crime and oppressed by an unjust brother who deprived him of half of his income, spent his days like an amiable philosopher, surrounded by his friends, amongst whom were the two noblemen who were then watching him; one belonged to the Dandolo family, the other was a Barbaro, and both were excellent men.	M. de Bragadin, who was perfectly innocent of such a crime and oppressed by an unjust brother who deprived him of half of his income, spent his days like an amiable philosopher, surrounded by his friends, amongst whom were the two noblemen who were then watching him; one belonged to the Dandolo family, the other was a Barbaro, and both were excellent men.	false	1236.12	1258.53	22.42181
3170_137482_000038_000001	M. de Bragadin was handsome, learned, cheerful, and most kindly disposed; he was then about fifty years old.	M. de Bragadin was handsome, learned, cheerful, and most kindly disposed; he was then about fifty years old.	false	1258.53	1266.72	22.290525
3170_137482_000039_000000	The physician who attended him was named Terro; he thought, by some peculiar train of reasoning, that he could cure him by applying a mercurial ointment to the chest, to which no one raised any objection. The rapid effect of the remedy delighted the two friends, but it frightened me, for in less than twenty-four hours the patient was labouring under great excitement of the brain.	The physician who attended him was named Terro; he thought, by some peculiar train of reasoning, that he could cure him by applying a mercurial ointment to the chest, to which no one raised any objection. The rapid effect of the remedy delighted the two friends, but it frightened me, for in less than twenty four hours the patient was labouring under great excitement of the brain.	false	1266.72	1290.67	21.958725
3170_137482_000039_000001	The physician said that he had expected that effect, but that on the following day the remedy would act less on the brain, and diffuse its beneficial action through the whole of the system, which required to be invigorated by a proper equilibrium in the circulation of the fluids.	The physician said that he had expected that effect, but that on the following day the remedy would act less on the brain, and diffuse its beneficial action through the whole of the system, which required to be invigorated by a proper equilibrium in the circulation of the fluids.	false	1291.46	1307.62	22.472353
3170_137482_000040_000000	At midnight the patient was in a state of high fever, and in a fearful state of irritation.	At midnight the patient was in a state of high fever, and in a fearful state of irritation.	false	1309.91	1315.06	21.05493
3170_137482_000040_000001	I examined him closely, and found him hardly able to breathe.	I examined him closely, and found him hardly able to breathe.	true	1315.58	1319.23	21.859034
3170_137482_000040_000002	I roused up his two friends; and declared that in my opinion the patient would soon die unless the fatal ointment was at once removed.	I roused up his two friends; and declared that in my opinion the patient would soon die unless the fatal ointment was at once removed.	false	1319.45	1326.87	22.67218
3170_137482_000040_000003	And without waiting for their answer, I bared his chest, took off the plaster, washed the skin carefully with lukewarm water, and in less than three minutes he breathed freely and fell into a quiet sleep. Delighted with such a fortunate result, we lay down again.	And without waiting for their answer, I bared his chest, took off the plaster, washed the skin carefully with lukewarm water, and in less than three minutes he breathed freely and fell into a quiet sleep. Delighted with such a fortunate result, we lay down again.	false	1326.87	1342.51	21.465265
3170_137482_000041_000000	The physician came very early in the morning, and was much pleased to see his patient so much better, but when M. Dandolo informed him of what had been done, he was angry, said it was enough to kill his patient, and asked who had been so audacious as to destroy the effect of his prescription.	The physician came very early in the morning, and was much pleased to see his patient so much better, but when m Dandolo informed him of what had been done, he was angry, said it was enough to kill his patient, and asked who had been so audacious as to destroy the effect of his prescription.	false	1343.54	1360.86	21.940876
3170_137482_000041_000001	M. de Bragadin, speaking for the first time, said to him--	M. de Bragadin, speaking for the first time, said to him-	false	1360.86	1365.79	20.45562
3170_137482_000042_000000	"Doctor, the person who has delivered me from your mercury, which was killing me, is a more skilful physician than you;" and, saying these words, he pointed to me.	"Doctor, the person who has delivered me from your mercury, which was killing me, is a more skilful physician than you;" and, saying these words, he pointed to me.	true	1366.46	1379.2	22.10182
3170_137482_000043_000000	It would be hard to say who was the more astonished: the doctor, when he saw an unknown young man, whom he must have taken for an impostor, declared more learned than himself; or I, when I saw myself transformed into a physician, at a moment's notice.	It would be hard to say who was the more astonished: the doctor, when he saw an unknown young man, whom he must have taken for an impostor, declared more learned than himself; or I, when I saw myself transformed into a physician, at a moment's notice.	true	1379.27	1396.51	22.359539
3170_137482_000043_000001	I kept silent, looking very modest, but hardly able to control my mirth, whilst the doctor was staring at me with a mixture of astonishment and of spite, evidently thinking me some bold quack who had tried to supplant him.	I kept silent, looking very modest, but hardly able to control my mirth, whilst the doctor was staring at me with a mixture of astonishment and of spite, evidently thinking me some bold quack who had tried to supplant him.	true	1397.12	1412.11	22.187479
3170_137482_000043_000002	At last, turning towards M. de Bragadin, he told him coldly that he would leave him in my hands; he was taken at his word, he went away, and behold!	At last, turning towards m de Bragadin, he told him coldly that he would leave him in my hands; he was taken at his word, he went away, and behold!	false	1412.84	1424.53	22.682781
3170_137482_000043_000003	I had become the physician of one of the most illustrious members of the Venetian Senate!	I had become the physician of one of the most illustrious members of the Venetian Senate!	false	1424.66	1429.63	21.90954
3170_137482_000043_000004	I must confess that I was very glad of it, and I told my patient that a proper diet was all he needed, and that nature, assisted by the approaching fine season, would do the rest.	I must confess that I was very glad of it, and I told my patient that a proper diet was all he needed, and that nature, assisted by the approaching fine season, would do the rest.	true	1430.27	1441.33	22.570122
3170_137482_000044_000000	The dismissed physician related the affair through the town, and, as M. de Bragadin was rapidly improving, one of his relations, who came to see him, told him that everybody was astonished at his having chosen for his physician a fiddler from the theatre; but the senator put a stop to his remarks by answering that a fiddler could know more than all the doctors in Venice, and that he owed his life to me.	The dismissed physician related the affair through the town, and, as m de Bragadin was rapidly improving, one of his relations, who came to see him, told him that everybody was astonished at his having chosen for his physician a fiddler from the theatre; but the senator put a stop to his remarks by answering that a fiddler could know more than all the doctors in Venice, and that he owed his life to me.	false	1442.39	1468.18	21.999683
3170_137482_000045_000000	The worthy nobleman considered me as his oracle, and his two friends listened to me with the deepest attention.	The worthy nobleman considered me as his oracle, and his two friends listened to me with the deepest attention.	false	1468.97	1475.5	20.427334
3170_137482_000045_000001	Their infatuation encouraging me, I spoke like a learned physician, I dogmatized, I quoted authors whom I had never read.	Their infatuation encouraging me, I spoke like a learned physician, I dogmatized, I quoted authors whom I had never read.	true	1475.78	1484.49	22.17516
3170_137482_000046_000000	M. de Bragadin, who had the weakness to believe in the occult sciences, told me one day that, for a young man of my age, he thought my learning too extensive, and that he was certain I was the possessor of some supernatural endowment.	M. de Bragadin, who had the weakness to believe in the occult sciences, told me one day that, for a young man of my age, he thought my learning too extensive, and that he was certain I was the possessor of some supernatural endowment.	false	1484.49	1500.31	22.611713
3170_137482_000046_000001	He entreated me to tell him the truth.	He entreated me to tell him the truth.	true	1500.59	1503.07	21.621243
3170_137482_000047_000000	What extraordinary things will sometimes occur from mere chance, or from the force of circumstances!	What extraordinary things will sometimes occur from mere chance, or from the force of circumstances!	true	1504.28	1510.3	23.181166
3170_137482_000047_000001	Unwilling to hurt his vanity by telling him that he was mistaken, I took the wild resolution of informing him, in the presence of his two friends, that I possessed a certain numeral calculus which gave answers (also in numbers), to any questions I liked to put.	Unwilling to hurt his vanity by telling him that he was mistaken, I took the wild resolution of informing him, in the presence of his two friends, that I possessed a certain numeral calculus which gave answers (also in numbers), to any questions I liked to put.	true	1510.52	1527.15	21.400904
3170_137482_000048_000000	M. de Bragadin said that it was Solomon's key, vulgarly called cabalistic science, and he asked me from whom I learnt it.	M. de Bragadin said that it was Solomon's key, vulgarly called cabalistic science, and he asked me from whom I learnt it.	false	1527.15	1537.93	21.579206
3170_137482_000049_000000	"From an old hermit," I answered, "who lives on the Carpegna Mountain, and whose acquaintance I made quite by chance when I was a prisoner in the Spanish army."	"From an old hermit," I answered, "who lives on the Carpegna Mountain, and whose acquaintance I made quite by chance when I was a prisoner in the Spanish army."	false	1537.93	1548.25	23.064526
3170_137482_000050_000000	"The hermit," remarked the senator, "has without informing you of it, linked an invisible spirit to the calculus he has taught you, for simple numbers can not have the power of reason.	"The hermit," remarked the senator, "has without informing you of it, linked an invisible spirit to the calculus he has taught you, for simple numbers can not have the power of reason.	true	1549.58	1560.49	21.717243
3170_137482_000050_000001	You possess a real treasure, and you may derive great advantages from it."	You possess a real treasure, and you may derive great advantages from it."	true	1560.98	1565.47	23.68976
3170_137482_000051_000000	"I do not know," I said, "in what way I could make my science useful, because the answers given by the numerical figures are often so obscure that I have felt discouraged, and I very seldom tried to make any use of my calculus.	"I do not know," I said, "in what way I could make my science useful, because the answers given by the numerical figures are often so obscure that I have felt discouraged, and I very seldom tried to make any use of my calculus.	false	1566.56	1580.71	21.095188
3170_137482_000051_000001	Yet, it is very true that, if I had not formed my pyramid, I never should have had the happiness of knowing your excellency."	Yet, it is very true that, if I had not formed my pyramid, I never should have had the happiness of knowing your excellency."	false	1581.05	1589.04	22.39038
3170_137482_000052_000000	"How so?"	"How so?"	true	1589.04	1589.83	23.868896
3170_137482_000053_000000	"On the second day, during the festivities at the Soranzo Palace, I enquired of my oracle whether I would meet at the ball anyone whom I should not care to see.	"On the second day, during the festivities at the Soranzo Palace, I enquired of my oracle whether I would meet at the ball anyone whom I should not care to see.	false	1590.23	1599.82	22.319897
3170_137482_000053_000001	The answer I obtained was this: 'Leave the ball- room precisely at four o'clock.' I obeyed implicitly, and met your excellency."	The answer I obtained was this: 'Leave the ball room precisely at four o'clock.' I obeyed implicitly, and met your excellency."	false	1600.34	1609.48	21.051857
3170_137482_000054_000000	The three friends were astounded.	The three friends were astounded.	true	1610.24	1612.17	25.42623
3170_137482_000054_000001	M. Dandolo asked me whether I would answer a question he would ask, the interpretation of which would belong only to him, as he was the only person acquainted with the subject of the question.	M. Dandolo asked me whether I would answer a question he would ask, the interpretation of which would belong only to him, as he was the only person acquainted with the subject of the question.	false	1612.17	1623.28	20.845707
3170_137482_000055_000000	I declared myself quite willing, for it was necessary to brazen it out, after having ventured as far as I had done.	I declared myself quite willing, for it was necessary to brazen it out, after having ventured as far as I had done.	true	1623.89	1631.2	21.843548
3170_137482_000055_000001	He wrote the question, and gave it to me; I read it, I could not understand either the subject or the meaning of the words, but it did not matter, I had to give an answer.	He wrote the question, and gave it to me; I read it, I could not understand either the subject or the meaning of the words, but it did not matter, I had to give an answer.	true	1631.63	1641.48	21.15751
3170_137482_000055_000002	If the question was so obscure that I could not make out the sense of it, it was natural that I should not understand the answer.	If the question was so obscure that I could not make out the sense of it, it was natural that I should not understand the answer.	true	1641.48	1647.94	22.107113
3170_137482_000055_000003	I therefore answered, in ordinary figures, four lines of which he alone could be the interpreter, not caring much, at least in appearance, how they would be understood.	I therefore answered, in ordinary figures, four lines of which he alone could be the interpreter, not caring much, at least in appearance, how they would be understood.	false	1648.28	1657.5	22.513233
3170_137482_000055_000004	M. Dandolo read them twice over, seemed astonished, said that it was all very plain to him; it was Divine, it was unique, it was a gift from Heaven, the numbers being only the vehicle, but the answer emanating evidently from an immortal spirit.	M. Dandolo read them twice over, seemed astonished, said that it was all very plain to him; it was Divine, it was unique, it was a gift from Heaven, the numbers being only the vehicle, but the answer emanating evidently from an immortal spirit.	false	1657.5	1675.17	20.66403
3170_137482_000056_000000	M. Dandolo was so well pleased that his two friends very naturally wanted also to make an experiment.	M. Dandolo was so well pleased that his two friends very naturally wanted also to make an experiment.	false	1675.17	1683.76	20.122606
3170_137482_000056_000001	They asked questions on all sorts of subjects, and my answers, perfectly unintelligible to myself, were all held as Divine by them.	They asked questions on all sorts of subjects, and my answers, perfectly unintelligible to myself, were all held as Divine by them.	false	1684.1	1692.82	22.467932
3170_137482_000056_000002	I congratulated them on their success, and congratulated myself in their presence upon being the possessor of a thing to which I had until then attached no importance whatever, but which I promised to cultivate carefully, knowing that I could thus be of some service to their excellencies.	I congratulated them on their success, and congratulated myself in their presence upon being the possessor of a thing to which I had until then attached no importance whatever, but which I promised to cultivate carefully, knowing that I could thus be of some service to their excellencies.	false	1693.25	1711.99	22.566994
3170_137482_000057_000000	They all asked me how long I would require to teach them the rules of my sublime calculus.	They all asked me how long I would require to teach them the rules of my sublime calculus.	true	1713.02	1718.11	19.693434
3170_137482_000057_000001	"Not very long," I answered, "and I will teach you as you wish, although the hermit assured me that I would die suddenly within three days if I communicated my science to anyone, but I have no faith whatever in that prediction." M. de Bragadin who believed in it more than I did, told me in a serious tone that I was bound to have faith in it, and from that day they never asked me again to teach them. They very likely thought that, if they could attach me to them, it would answer the purpose as well as if they possessed the science themselves. Thus I became the hierophant of those three worthy and talented men, who, in spite of their literary accomplishments, were not wise, since they were infatuated with occult and fabulous sciences, and believed in the existence of phenomena impossible in the moral as well as in the physical order of things.	"Not very long," I answered, "and I will teach you as you wish, although the hermit assured me that I would die suddenly within three days if I communicated my science to anyone, but I have no faith whatever in that prediction." m de Bragadin who believed in it more than I did, told me in a serious tone that I was bound to have faith in it, and from that day they never asked me again to teach them. They very likely thought that, if they could attach me to them, it would answer the purpose as well as if they possessed the science themselves. Thus I became the hierophant of those three worthy and talented men, who, in spite of their literary accomplishments, were not wise, since they were infatuated with occult and fabulous sciences, and believed in the existence of phenomena impossible in the moral as well as in the physical order of things.	false	1718.63	1772.23	21.65777
3170_137482_000057_000002	They believed that through me they possessed the philosopher's stone, the universal panacea, the intercourse with all the elementary, heavenly, and infernal spirits; they had no doubt whatever that, thanks to my sublime science, they could find out the secrets of every government in Europe.	They believed that through me they possessed the philosopher's stone, the universal panacea, the intercourse with all the elementary, heavenly, and infernal spirits; they had no doubt whatever that, thanks to my sublime science, they could find out the secrets of every government in Europe.	false	1773.71	1793.38	22.693457
3170_137482_000058_000000	After they had assured themselves of the reality of my cabalistic science by questions respecting the past, they decided to turn it to some use by consulting it upon the present and upon the future.	After they had assured themselves of the reality of my cabalistic science by questions respecting the past, they decided to turn it to some use by consulting it upon the present and upon the future.	true	1794.86	1807.51	22.633032
3170_137482_000058_000001	I had no difficulty in skewing myself a good guesser, because I always gave answers with a double meaning, one of the meanings being carefully arranged by me, so as not to be understood until after the event; in that manner, my cabalistic science, like the oracle of Delphi, could never be found in fault.	I had no difficulty in skewing myself a good guesser, because I always gave answers with a double meaning, one of the meanings being carefully arranged by me, so as not to be understood until after the event; in that manner, my cabalistic science, like the oracle of Delphi, could never be found in fault.	false	1807.82	1826.53	22.035439
3170_137482_000058_000002	I saw how easy it must have been for the ancient heathen priests to impose upon ignorant, and therefore credulous mankind.	I saw how easy it must have been for the ancient heathen priests to impose upon ignorant, and therefore credulous mankind.	true	1827.62	1835.44	21.787058
3170_137482_000058_000003	I saw how easy it will always be for impostors to find dupes, and I realized, even better than the Roman orator, why two augurs could never look at each other without laughing; it was because they had both an equal interest in giving importance to the deceit they perpetrated, and from which they derived such immense profits.	I saw how easy it will always be for impostors to find dupes, and I realized, even better than the Roman orator, why two augurs could never look at each other without laughing; it was because they had both an equal interest in giving importance to the deceit they perpetrated, and from which they derived such immense profits.	false	1835.81	1855.54	22.597187
3170_137482_000058_000004	But what I could not, and probably never shall, understand, was the reason for which the Fathers, who were not so simple or so ignorant as our Evangelists, did not feel able to deny the divinity of oracles, and, in order to get out of the difficulty, ascribed them to the devil.	But what I could not, and probably never shall, understand, was the reason for which the Fathers, who were not so simple or so ignorant as our Evangelists, did not feel able to deny the divinity of oracles, and, in order to get out of the difficulty, ascribed them to the devil.	true	1856.39	1873.96	21.201769
3170_137482_000058_000005	They never would have entertained such a strange idea if they had been acquainted with cabalistic science.	They never would have entertained such a strange idea if they had been acquainted with cabalistic science.	false	1874.42	1879.56	20
3170_137482_000058_000006	My three worthy friends were like the holy Fathers; they had intelligence and wit, but they were superstitious, and no philosophers.	My three worthy friends were like the holy Fathers; they had intelligence and wit, but they were superstitious, and no philosophers.	false	1879.56	1887.61	21.791721
3170_137482_000058_000007	But, although believing fully in my oracles, they were too kind-hearted to think them the work of the devil, and it suited their natural goodness better to believe my answers inspired by some heavenly spirit.	But, although believing fully in my oracles, they were too kind hearted to think them the work of the devil, and it suited their natural goodness better to believe my answers inspired by some heavenly spirit.	true	1888.94	1902.1	22.057983
3170_137482_000058_000008	They were not only good Christians and faithful to the Church, but even real devotees and full of scruples.	They were not only good Christians and faithful to the Church, but even real devotees and full of scruples.	true	1902.17	1908.49	23.132921
3170_137482_000058_000009	They were not married, and, after having renounced all commerce with women, they had become the enemies of the female sex; perhaps a strong proof of the weakness of their minds.	They were not married, and, after having renounced all commerce with women, they had become the enemies of the female sex; perhaps a strong proof of the weakness of their minds.	true	1909.04	1919.56	22.153404
3170_137482_000058_000010	They imagined that chastity was the condition 'sine qua non' exacted by the spirits from those who wished to have intimate communication or intercourse with them: they fancied that spirits excluded women, and 'vice versa'.	They imagined that chastity was the condition 'sine qua non' exacted by the spirits from those who wished to have intimate communication or intercourse with them: they fancied that spirits excluded women, and 'vice versa'.	false	1920.2	1934.35	22.51194
3170_137482_000059_000000	With all these oddities, the three friends were truly intelligent and even witty, and, at the beginning of my acquaintance with them, I could not reconcile these antagonistic points.	With all these oddities, the three friends were truly intelligent and even witty, and, at the beginning of my acquaintance with them, I could not reconcile these antagonistic points.	true	1935.17	1944.88	22.40379
3170_137482_000059_000001	But a prejudiced mind cannot reason well, and the faculty of reasoning is the most important of all. I often laughed when I heard them talk on religious matters; they would ridicule those whose intellectual faculties were so limited that they could not understand the mysteries of religion.	But a prejudiced mind cannot reason well, and the faculty of reasoning is the most important of all. I often laughed when I heard them talk on religious matters; they would ridicule those whose intellectual faculties were so limited that they could not understand the mysteries of religion.	true	1945.31	1961.32	22.42467
3170_137482_000059_000002	The incarnation of the Word, they would say, was a trifle for God, and therefore easy to understand, and the resurrection was so comprehensible that it did not appear to them wonderful, because, as God cannot die, Jesus Christ was naturally certain to rise again.	The incarnation of the Word, they would say, was a trifle for God, and therefore easy to understand, and the resurrection was so comprehensible that it did not appear to them wonderful, because, as God cannot die, Jesus Christ was naturally certain to rise again.	true	1961.81	1978.42	22.228968
3170_137482_000059_000003	As for the Eucharist, transubstantiation, the real presence, it was all no mystery to them, but palpable evidence, and yet they were not Jesuits.	As for the Eucharist, transubstantiation, the real presence, it was all no mystery to them, but palpable evidence, and yet they were not Jesuits.	true	1979.36	1989.91	23.476152
3170_137482_000059_000004	They were in the habit of going to confession every week, without feeling the slightest trouble about their confessors, whose ignorance they kindly regretted. They thought themselves bound to confess only what was a sin in their own opinion, and in that, at least, they reasoned with good sense.	They were in the habit of going to confession every week, without feeling the slightest trouble about their confessors, whose ignorance they kindly regretted. They thought themselves bound to confess only what was a sin in their own opinion, and in that, at least, they reasoned with good sense.	false	1990.31	2006.98	23.049599
3170_137482_000060_000000	With those three extraordinary characters, worthy of esteem and respect for their moral qualities, their honesty, their reputation, and their age, as well as for their noble birth, I spent my days in a very pleasant manner: although, in their thirst for knowledge, they often kept me hard at work for ten hours running, all four of us being locked up together in a room, and unapproachable to everybody, even to friends or relatives.	With those three extraordinary characters, worthy of esteem and respect for their moral qualities, their honesty, their reputation, and their age, as well as for their noble birth, I spent my days in a very pleasant manner: although, in their thirst for knowledge, they often kept me hard at work for ten hours running, all four of us being locked up together in a room, and unapproachable to everybody, even to friends or relatives.	true	2008.55	2033.77	21.56692
3170_137482_000061_000000	I completed the conquest of their friendship by relating to them the whole of my life, only with some proper reserve, so as not to lead them into any capital sins.	I completed the conquest of their friendship by relating to them the whole of my life, only with some proper reserve, so as not to lead them into any capital sins.	false	2034.44	2044.48	21.918932
3170_137482_000061_000001	I confess candidly that I deceived them, as the Papa Deldimopulo used to deceive the Greeks who applied to him for the oracles of the Virgin.	I confess candidly that I deceived them, as the Papa Deldimopulo used to deceive the Greeks who applied to him for the oracles of the Virgin.	true	2045.21	2054.14	22.5604
3170_137482_000061_000002	I certainly did not act towards them with a true sense of honesty, but if the reader to whom I confess myself is acquainted with the world and with the spirit of society, I entreat him to think before judging me, and perhaps I may meet with some indulgence at his hands.	I certainly did not act towards them with a true sense of honesty, but if the reader to whom I confess myself is acquainted with the world and with the spirit of society, I entreat him to think before judging me, and perhaps I may meet with some indulgence at his hands.	true	2054.81	2071.27	21.016752
3170_137482_000062_000000	I might be told that if I had wished to follow the rules of pure morality I ought either to have declined intimate intercourse with them or to have undeceived them.	I might be told that if I had wished to follow the rules of pure morality I ought either to have declined intimate intercourse with them or to have undeceived them.	true	2072.03	2082.13	24.509583
3170_137482_000062_000001	I cannot deny these premises, but I will answer that I was only twenty years of age, I was intelligent, talented, and had just been a poor fiddler.	I cannot deny these premises, but I will answer that I was only twenty years of age, I was intelligent, talented, and had just been a poor fiddler.	false	2082.53	2092.27	23.610205
3170_137482_000062_000002	I should have lost my time in trying to cure them of their weakness; I should not have succeeded, for they would have laughed in my face, deplored my ignorance, and the result of it all would have been my dismissal.	I should have lost my time in trying to cure them of their weakness; I should not have succeeded, for they would have laughed in my face, deplored my ignorance, and the result of it all would have been my dismissal.	false	2092.91	2104.36	22.703226
3170_137482_000062_000003	Besides, I had no mission, no right, to constitute myself an apostle, and if I had heroically resolved on leaving them as soon as I knew them to be foolish visionaries, I should have shewn myself a misanthrope, the enemy of those worthy men for whom I could procure innocent pleasures, and my own enemy at the same time; because, as a young man, I liked to live well, to enjoy all the pleasures natural to youth and to a good constitution.	Besides, I had no mission, no right, to constitute myself an apostle, and if I had heroically resolved on leaving them as soon as I knew them to be foolish visionaries, I should have shewn myself a misanthrope, the enemy of those worthy men for whom I could procure innocent pleasures, and my own enemy at the same time; because, as a young man, I liked to live well, to enjoy all the pleasures natural to youth and to a good constitution.	false	2104.58	2131.15	21.46774
3170_137482_000063_000000	By acting in that manner I should have failed in common politeness, I should perhaps have caused or allowed M. de Bragadin's death, and I should have exposed those three honest men to becoming the victims of the first bold cheat who, ministering to their monomania, might have won their favour, and would have ruined them by inducing them to undertake the chemical operations of the Great Work.	By acting in that manner I should have failed in common politeness, I should perhaps have caused or allowed m de Bragadin's death, and I should have exposed those three honest men to becoming the victims of the first bold cheat who, ministering to their monomania, might have won their favour, and would have ruined them by inducing them to undertake the chemical operations of the Great Work.	false	2131.94	2156.44	20.94749
3170_137482_000063_000001	There is also another consideration, dear reader, and as I love you I will tell you what it is.	There is also another consideration, dear reader, and as I love you I will tell you what it is.	true	2156.51	2162.38	20.237677
3170_137482_000063_000002	An invincible self-love would have prevented me from declaring myself unworthy of their friendship either by my ignorance or by my pride; and I should have been guilty of great rudeness if I had ceased to visit them.	An invincible self love would have prevented me from declaring myself unworthy of their friendship either by my ignorance or by my pride; and I should have been guilty of great rudeness if I had ceased to visit them.	true	2162.84	2175.58	22.098053
3170_137482_000064_000000	I took, at least it seems to me so, the best, the most natural, and the noblest decision, if we consider the disposition of their mind, when I decided upon the plan of conduct which insured me the necessaries of life and of those necessaries who could be a better judge than your very humble servant?	I took, at least it seems to me so, the best, the most natural, and the noblest decision, if we consider the disposition of their mind, when I decided upon the plan of conduct which insured me the necessaries of life and of those necessaries who could be a better judge than your very humble servant?	false	2176.25	2196.85	22.55735
3170_137482_000065_000000	Through the friendship of those three men, I was certain of obtaining consideration and influence in my own country.	Through the friendship of those three men, I was certain of obtaining consideration and influence in my own country.	true	2197.94	2204.23	22.474844
3170_137482_000065_000001	Besides, I found it very flattering to my vanity to become the subject of the speculative chattering of empty fools who, having nothing else to do, are always trying to find out the cause of every moral phenomenon they meet with, which their narrow intellect cannot understand.	Besides, I found it very flattering to my vanity to become the subject of the speculative chattering of empty fools who, having nothing else to do, are always trying to find out the cause of every moral phenomenon they meet with, which their narrow intellect cannot understand.	false	2204.54	2220.79	22.75948
3170_137482_000066_000000	People racked their brain in Venice to find out how my intimacy with three men of that high character could possibly exist; they were wrapped up in heavenly aspirations, I was a world's devotee; they were very strict in their morals, I was thirsty of all pleasures!	People racked their brain in Venice to find out how my intimacy with three men of that high character could possibly exist; they were wrapped up in heavenly aspirations, I was a world's devotee; they were very strict in their morals, I was thirsty of all pleasures!	false	2221.34	2239.84	23.046791
3170_137482_000066_000001	At the beginning of summer, M. de Bragadin was once, more able to take his seat in the senate, and, the day before he went out for the first time, he spoke to me thus:	At the beginning of summer, m de Bragadin was once, more able to take his seat in the senate, and, the day before he went out for the first time, he spoke to me thus:	false	2240.36	2249.41	22.006996
3170_137482_000067_000000	"Whoever you may be, I am indebted to you for my life.	"Whoever you may be, I am indebted to you for my life.	true	2252.12	2256.34	21.707314
3170_137482_000067_000001	Your first protectors wanted to make you a priest, a doctor, an advocate, a soldier, and ended by making a fiddler of you; those persons did not know you.	Your first protectors wanted to make you a priest, a doctor, an advocate, a soldier, and ended by making a fiddler of you; those persons did not know you.	true	2256.5	2267.44	22.468754
3170_137482_000067_000002	God had evidently instructed your guardian angel to bring you to me.	God had evidently instructed your guardian angel to bring you to me.	true	2267.93	2272.39	21.9046
3170_137482_000067_000003	I know you and appreciate you.	I know you and appreciate you.	true	2273	2275.3	22.269371
3170_137482_000067_000004	If you will be my son, you have only to acknowledge me for your father, and, for the future, until my death, I will treat you as my own child.	If you will be my son, you have only to acknowledge me for your father, and, for the future, until my death, I will treat you as my own child.	false	2275.49	2286.12	21.627151
3170_137482_000067_000005	Your apartment is ready, you may send your clothes: you shall have a servant, a gondola at your orders, my own table, and ten sequins a month.	Your apartment is ready, you may send your clothes: you shall have a servant, a gondola at your orders, my own table, and ten sequins a month.	true	2286.12	2295.19	20.775051
3170_137482_000067_000006	It is the sum I used to receive from my father when I was your age.	It is the sum I used to receive from my father when I was your age.	true	2295.47	2299.36	20.95324
3170_137482_000067_000007	You need not think of the future; think only of enjoying yourself, and take me as your adviser in everything that may happen to you, in everything you may wish to undertake, and you may be certain of always finding me your friend."	You need not think of the future; think only of enjoying yourself, and take me as your adviser in everything that may happen to you, in everything you may wish to undertake, and you may be certain of always finding me your friend."	true	2299.58	2315.77	21.804108
3170_137482_000068_000000	I threw myself at his feet to assure him of my gratitude, and embraced him calling him my father.	I threw myself at his feet to assure him of my gratitude, and embraced him calling him my father.	true	2317.52	2324.32	22.034197
3170_137482_000068_000001	He folded me in his arms, called me his dear son; I promised to love and to obey him; his two friends, who lived in the same palace, embraced me affectionately, and we swore eternal fraternity.	He folded me in his arms, called me his dear son; I promised to love and to obey him; his two friends, who lived in the same palace, embraced me affectionately, and we swore eternal fraternity.	false	2324.72	2338.51	22.4688
