# READER	CHAPTER	BOOK
2104	75220	17592
2104	78240	24652
2104	78253	24652
2110	161100	4042
2110	161101	4042
2110	161102	4042
2113	132484	2554
2113	132485	2554
2122	149350	2291
2127	138047	5946
2133	2145	34580
2133	2148	34580
2133	289460	34580
2136	5140	14851
2136	5143	14851
2136	5147	14851
2137	131742	820
2137	131748	820
2137	131751	820
2137	155944	14410
2140	160867	19993
2140	17255	103
2140	39822	175
2143	145731	640
2146	136610	733
2148	6979	2055
2148	6981	2055
2148	6983	2055
2148	6984	2055
2149	36146	3127
2149	7235	26361
2149	7239	26361
2149	8912	482
2152	133013	145
2152	133043	145
2152	133067	145
2152	156226	4224
2156	17942	18149
2156	25563	30228
2156	82458	38039
2159	179154	19342
2159	179156	19342
2159	179157	19342
2162	164461	22362
2162	181961	7352
2162	185436	7354
2167	149880	5267
2167	149881	5267
2182	150130	1557
2182	181173	479
2182	181183	479
2185	150123	1557
2185	150124	1557
2194	141235	21873
2194	141248	21873
2194	150469	2600
2195	150894	228
2195	150901	228
2196	170151	6911
2196	170379	22814
2196	174172	13193
2198	133546	19726
2198	151049	903
2198	46877	2845
2201	151776	3300
2201	160438	3300
2201	7371	3300
2204	131732	820
2208	10076	22000
2208	11020	1709
2229	152842	1640
2229	152864	1640
2230	124587	6917
2230	132101	8994
2230	148550	11052
2234	64131	35196
2234	64139	35196
2234	64149	35196
2234	64159	35196
2237	152229	5341
2237	163673	840
2238	121413	1259
2238	121415	1259
2240	148521	816
2240	148522	816
2240	148529	816
2246	131710	820
2254	152824	259
2254	152825	259
2254	152826	259
2254	152831	259
2256	137597	1251
2256	137627	1251
2256	137628	1251
2262	141714	18972
2262	141716	18972
2262	141717	18972
2269	147627	20740
2269	165387	26379
2269	88761	1273
2270	156683	3635
2270	156684	3635
2270	3545	7040
2270	3547	7040
2272	150674	735
2272	152262	3725
2272	152264	3725
2272	152265	3725
2272	152267	3725
2272	152282	3725
2273	152357	1058
2273	152363	1058
2275	150140	1557
2275	150141	1557
2276	131549	969
2276	149909	5267
2277	149874	5267
2277	149896	5267
2277	149897	5267
2279	141140	944
2284	135909	5664
2285	124595	6917
2285	149890	5267
2285	163380	76
2285	163381	76
2288	139949	1019
2288	139962	1019
2288	155711	963
2289	152253	3725
2289	152254	3725
2289	152257	3725
2289	152258	3725
2292	150679	735
2292	150689	735
2294	161707	604
2294	161714	604
2294	169656	27090
2297	174934	18640
2297	28913	3622
2297	8377	1565
2299	6524	11579
2299	6525	11579
2300	131720	820
2301	134424	967
2301	157471	17371
2301	157880	10371
2309	152159	1218
2309	152160	1218
2309	167347	26651
2312	147629	20740
2312	157868	10371
2312	161206	22381
2319	138631	2864
2319	138656	2864
2334	150915	228
2334	150916	228
2339	158764	7381
2339	181100	11620
2339	181101	11620
2341	151701	10943
2341	163407	76
2341	163408	76
2346	152201	5228
2348	143895	2834
2351	151965	6688
2351	151969	6688
2351	151970	6688
2356	154880	23564
2356	154885	23564
2356	154907	23564
2361	137615	1251
2361	165622	831
2364	131735	820
2368	157054	3526
2368	157056	3526
2368	157057	3526
2368	157066	3526
2374	155651	13833
2374	160960	19993
2380	152158	1218
2384	152900	4229
2388	153728	6630
2388	153731	6630
2388	153733	6630
2391	145015	17797
2393	144496	766
2397	162238	19023
2397	162239	19023
2397	162253	19023
2401	144485	766
2404	141240	21873
2404	141242	21873
2405	148581	11052
2405	182390	14958
2405	7360	11628
2407	7664	4761
2407	7666	4761
2407	7667	4761
2411	132530	3268
2411	132532	3268
2412	153947	1906
2412	153948	1906
2412	153954	1906
2414	128291	1998
2414	128292	1998
2414	159411	40359
2414	165385	26379
2416	152137	1218
2416	152139	1218
2427	154671	6053
2427	154673	6053
2427	154697	6053
2427	154736	6053
2428	83699	38188
2428	83705	38188
2436	2476	19066
2436	2477	19066
2436	2481	19066
2437	153219	2600
2437	153220	2600
2437	155505	5270
2445	148556	11052
2448	141428	2618
2448	163517	8933
2448	163521	8933
2473	155521	5270
2473	157859	10371
2473	157861	10371
2481	12731	28452
2481	156738	11146
2481	163597	540
2485	143898	2834
2485	151992	6688
2485	151993	6688
2487	162474	7055
2487	169011	2662
2487	169018	2662
2488	155508	5270
2488	155524	5270
2488	155526	5270
2491	134787	135
2494	156014	4507
2494	156015	4507
2494	156017	4507
2494	156018	4507
2494	156019	4507
2496	156067	9296
2496	156083	9296
2496	156087	9296
2496	156089	9296
2498	134785	135
2498	134786	135
2498	134816	135
2499	156153	9571
2499	156154	9571
2499	156155	9571
2504	154288	2083
2504	154289	2083
2506	11267	2686
2506	11278	2686
2506	13150	1079
2506	169427	1079
2512	157242	836
2512	157480	17371
2514	149482	1000006
2517	135227	6709
2517	135229	6709
2518	154825	10743
2518	154826	10743
2522	147156	2153
2526	156061	9296
2526	156073	9296
2526	156076	9296
2526	156098	9296
2531	156718	27922
2531	156720	27922
2531	156724	27922
2532	154838	10743
2532	157475	17371
2532	163402	76
2533	149939	18000
2541	135246	6709
2541	159352	40359
2541	185493	26640
2544	10944	1399
2544	13195	16349
2544	27475	1198
2544	3070	3154
2545	135235	6709
2552	132097	8994
2553	163692	840
2553	163728	840
2553	163730	840
2562	133442	35
2562	157263	72
2568	156115	2600
2568	156116	2600
2568	156117	2600
2568	156118	2600
2570	157243	836
2573	178449	1098
2573	178450	1098
2573	186232	10123
2574	128278	1998
2574	128282	1998
2574	128283	1998
2574	128303	1998
2577	157236	836
2581	155520	5270
2581	157857	10371
2581	157858	10371
2582	155972	3335
2582	155973	3335
2587	159393	40359
2587	160609	6674
2587	163454	6400
2587	54186	34610
2588	11081	8995
2588	160947	19993
2589	177234	14453
2589	22574	5750
2589	22581	5750
2592	166433	3479
2592	5341	3322
2598	4654	17125
2598	4662	17125
2606	130138	103
2606	132102	8994
2607	177740	27465
2607	177749	27465
2607	87140	32198
2609	156975	12434
2609	157645	18096
2609	169640	27090
2618	138042	5946
2624	173598	3721
2624	88360	13029
2625	127773	5726
2628	109663	2295
2628	153958	1906
2628	153964	1906
2638	10172	1438
2652	157644	18096
2654	158744	7381
2660	154321	2083
2660	173229	1895
2660	173260	1895
2671	157946	2600
2671	157947	2600
2671	157948	2600
2673	156474	16332
2673	162129	17417
2673	162130	17417
2674	155968	3335
2676	143903	2834
2688	144986	13249
2688	144987	13249
2691	156745	11146
2691	156750	11146
2691	156755	11146
2694	28858	3622
2694	28891	3622
2696	157636	18096
2709	158074	3604
2712	3532	7040
2712	3534	7040
2712	3536	7040
2724	89874	38326
2730	154436	4531
2730	154437	4531
2733	28252	1353
2735	160603	163
2740	162051	25570
2740	288813	25570
2741	159386	40359
2748	160959	19993
2748	160985	19993
2751	142362	507
2751	142363	507
2754	161876	22269
2754	161889	22269
2754	161902	22269
2754	161905	22269
2758	161217	22381
2758	86039	3282
2758	86040	3282
2758	86588	17749
2762	142778	10136
2762	160610	6674
2764	36616	2488
2764	36617	2488
2764	36619	2488
2769	169619	17866
2769	176256	5164
2769	176263	5164
2774	131722	820
2775	134792	135
2775	160958	19993
2775	161226	22381
2785	154282	2083
2785	154284	2083
2785	163322	12
2787	157400	7374
2790	142824	10136
2792	144136	1081
2792	152929	4229
2803	154320	2083
2803	154328	2083
2803	161169	5792
2812	160187	58
2815	160188	58
2816	156159	282
2816	4136	2046
2817	142371	507
2817	142380	507
2823	160949	19993
2823	160953	19993
2823	160964	19993
2825	6391	2021
2825	666	28054
2827	170438	1864
2827	170440	1864
2830	3979	1549
2830	3980	1549
2834	132496	2554
2834	132497	2554
2836	5354	3322
2836	5355	3322
2843	152918	4229
2853	164187	1000003
2853	164188	1000003
2854	51657	5225
2854	51658	5225
2882	147159	2153
2893	139310	12163
2893	139322	12163
2895	8662	2435
2895	8663	2435
2902	9006	6308
2902	9008	6308
2909	34661	12587
2909	34664	12587
2909	81524	4037
2910	131096	4925
2911	12359	14293
2911	15045	6933
2911	15084	6933
2911	7601	2148
2919	7269	1202
2919	7270	1202
2920	156224	4224
2920	156230	4224
2925	162505	16981
2929	85685	19229
2929	86777	1184
2930	163436	6400
2930	163437	6400
2930	5059	1972
2943	171000	6440
2943	171001	6440
2946	163375	76
2952	407	1210
2952	408	1210
2952	410	1210
2960	155151	24518
2960	155152	24518
2961	960	1572
2961	961	1572
2967	4901	3424
2967	4902	3424
2971	4275	5265
2975	151995	6688
2979	156236	4224
2979	156237	4224
2985	153199	2600
2985	153200	2600
2985	153202	2600
2988	173558	2600
2988	7587	2148
2989	138028	5946
2989	138035	5946
2990	6534	11579
2990	6535	11579
2992	164100	123
2992	164101	123
2997	163246	4770
2998	160954	19993
2998	160955	19993
2999	156967	12434
2999	156968	12434
3000	15664	326
3001	160952	19993
3001	160984	19993
3003	12539	29543
3003	14274	6823
3005	163389	76
3005	163390	76
3005	163391	76
3005	163399	76
3006	5697	833
3006	5698	833
3008	164327	1685
3008	164328	1685
3009	10327	17611
3009	10328	17611
3020	888	2775
3020	892	2775
3021	121438	1259
3021	121439	1259
3021	121440	1259
3025	12971	25474
3032	19361	28613
3033	130750	1264
3033	138641	2864
3045	155991	3335
3045	163406	76
3046	137739	2781
3046	148993	3499
3053	148990	3499
3054	128242	1998
3054	128244	1998
3054	128245	1998
3060	163499	8933
3060	163540	8933
3060	163542	8933
3063	138651	2864
3063	138652	2864
3070	166420	3479
3070	166421	3479
3070	166423	3479
3072	155948	3335
3072	155949	3335
3079	164971	8644
3080	5032	12544
3080	5040	12544
3081	166546	1857
3082	165428	12216
3083	7943	4735
3083	7944	4735
3088	5436	19526
3088	5438	19526
3088	5441	19526
3090	131878	19067
3090	164191	1000003
3092	39501	4204
3094	136458	6593
3097	165352	2600
3097	165353	2600
3097	165354	2600
3098	5406	4675
3098	5407	4675
3098	5408	4675
3100	142810	10136
3105	163726	840
3105	166683	435
3109	144137	1081
3109	165420	12216
3112	9554	5978
3112	9555	5978
3114	170976	1497
3114	170977	1497
3118	5909	4705
3118	5911	4705
3118	5912	4705
3119	163519	8933
3119	163527	8933
3125	132586	3268
3125	163698	840
3132	163510	8933
3132	167590	2600
3132	167603	2600
3135	166688	435
3137	163489	8933
3137	163504	8933
3138	173544	2600
3142	160977	19993
3143	160986	19993
3143	160993	19993
3144	166426	3479
3144	166428	3479
3144	174048	18584
3148	4666	1252
3157	119295	15158
3157	168062	13234
3157	68361	28340
3168	173564	2600
3168	173565	2600
3170	137482	2981
3171	68344	28340
3171	7574	621
3172	166439	3479
3179	7133	45
3179	7135	45
3179	7142	45
3179	7153	45
3180	138043	5946
3185	163505	8933
3185	163507	8933
3187	168497	18948
3187	168500	18948
3192	4909	3424
3192	4910	3424
3192	4911	3424
3196	151981	6688
3196	151982	6688
3214	167602	2600
3214	167606	2600
3214	167607	2600
3215	5757	6086
3215	5758	6086
3215	5764	6086
3221	138045	5946
3221	9174	4602
3224	167024	19474
3224	168198	26690
3224	168199	26690
3224	168204	26690
3227	24747	3800
3227	24784	3800
3227	24788	3800
3228	4687	1252
3228	4690	1252
3228	4691	1252
3230	137483	2981
3235	11599	19499
3235	28433	22409
3235	28452	22409
3238	134398	967
3240	131231	22472
3240	131232	22472
3242	67153	21959
3242	67168	21959
3242	8112	21510
3244	10691	128
3244	10692	128
3244	174926	18640
3245	169642	27090
3245	6194	27174
3245	62827	35679
3245	62828	35679
3257	169284	2376
3257	169288	2376
3258	169291	2376
3259	158083	3604
3261	154309	2083
3268	59224	35211
3268	59225	35211
3268	59226	35211
3271	169289	2376
3272	167426	1937
3274	163518	8933
3274	167022	19474
3274	167023	19474
3285	121400	1259
3285	121401	1259
3288	7156	45
3288	7157	45
3289	171107	2850
3289	171108	2850
3289	171109	2850
3290	14909	10991
3290	170207	2145
3290	179163	19342
3294	167597	2600
3294	167609	2600
3307	145138	1887
3307	145145	1887
3314	135987	2814
3314	138053	5946
3314	159392	40359
3318	164981	8644
3318	164984	8644
3318	185499	26640
3319	171003	6440
3319	173247	1895
3328	166436	3479
3328	168626	135
3328	168638	135
3330	170956	1497
3330	172156	4926
3331	159605	2787
3331	159609	2787
3334	171008	6440
3340	169293	2376
3340	170982	1497
3346	158751	7381
3346	7599	2148
3347	134420	967
3347	134425	967
3356	132542	3268
3357	28375	26117
3357	28380	26117
3361	1133	1342
3361	1150	1342
3361	130131	103
3368	170950	1497
3368	170951	1497
3368	170952	1497
3370	163384	76
3370	724	28054
3370	756	28054
3373	174981	18640
3373	174983	18640
3374	298025	12060
3374	298026	12060
3374	298032	12060
3379	132592	3268
3379	132601	3268
3380	6175	5676
3380	64298	8201
3380	64300	8201
3381	9921	135
3389	130127	103
3389	13247	4540
3389	13248	4540
3389	13250	4540
3394	168627	135
3394	184333	8694
3394	7597	2148
3400	153975	1906
3409	167622	2600
3409	167623	2600
3409	173540	2600
3409	173567	2600
3411	130135	103
3411	187007	28952
3411	187011	28952
3411	187012	28952
3417	6522	11579
3433	135988	2814
3433	20043	17189
3433	718	28054
3436	172162	4926
3436	172171	4926
3440	171006	6440
3440	171009	6440
3446	144019	2512
3446	144021	2512
3446	176270	2464
3448	5416	4675
3448	5417	4675
3465	20021	17189
3465	20022	17189
3465	20044	17189
3465	275761	3697
3467	166570	1857
3467	166572	1857
3470	116548	8395
3470	116549	8395
3470	116550	8395
3479	153280	7885
3479	153281	7885
3479	153286	7885
3482	170452	1827
3482	170453	1827
3483	115968	32530
3483	119637	25438
3483	174132	10002
3486	166424	3479
3486	166446	3479
3488	65654	28337
3488	85273	30477
3490	177627	28346
3490	177638	28346
3490	177641	28346
3493	17615	34426
3493	46712	9102
3500	134409	967
3503	127082	82
3503	127083	82
3513	163606	540
3513	163607	540
3513	7741	5632
3521	12715	28452
3521	175962	1079
3521	7591	2148
3526	175658	1028
3526	176651	5122
3526	176653	5122
3528	168656	135
3528	168669	135
3536	23268	22002
3536	8226	5140
3537	5703	833
3537	5704	833
3538	142836	10136
3538	163619	540
3538	163622	540
3538	163624	540
3540	163612	540
3541	174236	1845
3541	174240	1845
3541	174244	1845
3546	175390	980
3546	9321	8867
3546	9342	8867
3547	156969	12434
3547	156970	12434
3547	8363	1565
3547	8365	1565
3549	171171	2850
3549	173591	3721
3549	8890	482
3549	9203	12758
3551	7884	5090
3551	7887	5090
3551	7894	5090
3553	697	28054
3553	734	28054
3554	163609	540
3554	165435	12216
3554	172175	4926
3557	159359	40359
3557	8341	1565
3557	8342	1565
3559	165413	12216
3564	132498	2554
3567	7276	1202
3567	7277	1202
3570	5694	833
3570	5695	833
3570	5696	833
3571	173553	2600
3571	173554	2600
3571	173555	2600
3571	173556	2600
3575	170457	1827
3576	138058	5946
3584	178748	29866
3584	74477	33927
3587	140711	6124
3588	180957	7112
3588	186215	10123
3588	54099	1839
3592	173545	2600
3595	176633	4084
3595	176646	4084
3595	191322	804
3595	418	1210
3598	173222	1895
3598	180204	1684
3606	164911	3436
3606	6850	2981
3607	135982	2814
3607	29116	3178
3615	14672	10011
3615	14674	10011
3615	14677	10011
3618	175930	13852
3618	175932	13852
3618	178097	17190
3630	11612	19499
3630	24758	3800
3638	696	28054
3638	758	28054
3641	134615	269
3641	6870	2981
3645	186230	10123
3645	39840	1399
3645	77173	34130
3647	134419	967
3647	180300	1608
3650	168636	135
3650	168637	135
3650	168643	135
3650	168646	135
3654	171137	2850
3654	171138	2850
3654	171139	2850
3656	168609	135
3656	168618	135
3656	168648	135
3657	182397	14958
3657	19115	756
3657	78622	4368
3660	172182	4926
3660	172183	4926
3660	6517	11579
3663	172005	18561
3663	172528	4028
3664	11714	2741
3664	178355	10030
3664	178366	10030
3665	8587	14168
3665	8589	14168
3675	10687	128
3675	185514	26640
3675	187020	28952
3679	159362	40359
3679	159363	40359
3681	111567	10513
3681	116302	5472
3681	26514	2848
3681	96617	21297
3686	171133	2850
3686	171134	2850
3691	178103	26732
3691	178109	26732
3691	178118	26732
3698	256231	35499
3698	29401	3634
3698	41990	4071
3699	175950	1079
3699	19401	1079
3699	19402	1079
3699	47246	17780
3703	71531	18945
3703	71550	18945
3703	73732	19771
3717	178149	25270
3717	21493	5615
3717	21498	5615
3723	171115	2850
3723	171631	23772
3728	105386	60
3728	105398	60
3729	6852	2981
3733	140718	6124
3738	164927	3436
3738	176680	5122
3738	176682	5122
3738	176683	5122
3744	177438	402
3744	178590	1158
3744	178594	1158
3747	173589	3721
3752	4943	3424
3752	4944	3424
3757	134141	620
3757	134142	620
3757	134143	620
3764	168670	135
3764	168671	135
3779	691	28054
3780	177782	8157
3780	177784	8157
3780	177788	8157
3781	156973	12434
3781	156977	12434
3781	156981	12434
3783	176659	5122
3790	140725	6124
3790	39761	2848
3792	176660	5122
3793	10683	128
3793	10684	128
3793	33942	847
3793	4707	1252
3796	16815	28900
3796	16816	28900
3796	16817	28900
3796	6400	2021
3798	16980	4012
3798	16981	4012
3798	16984	4012
3807	4923	3424
3807	4955	3424
3816	11258	2686
3816	19585	11323
3816	290923	20317
3819	134145	620
3819	134146	620
3819	134153	620
3825	134148	620
3825	134160	620
3830	12529	29543
3830	12530	29543
3830	12531	29543
3830	12535	29543
3835	178028	2600
3835	178029	2600
3835	178030	2600
3843	176663	5122
3843	176666	5122
3845	176676	5122
3845	181096	11620
3845	8894	482
3845	8924	482
3848	28169	4307
3848	37389	6378
3848	46063	1472
3851	9210	12758
3852	175448	11746
3853	163249	4770
3857	180923	27969
3857	182315	6882
3857	182317	6882
3864	185125	10760
3864	185126	10760
3866	173230	1895
3866	9919	135
3866	9920	135
3867	173236	1895
3867	173237	1895
3869	699	28054
3869	700	28054
3871	692	28054
3871	693	28054
3876	174953	18640
3876	174960	18640
3879	173592	3721
3879	174923	18640
3885	1193	955
3885	1194	955
3885	12149	16259
3885	183973	283
3885	7167	45
3889	130125	103
3889	9914	135
3889	9915	135
3894	6552	11579
3894	6553	11579
3895	6855	2981
3896	134415	967
3905	149791	961
3905	172165	4926
3906	184005	283
3906	191426	18137
3906	23193	506
3909	11695	27771
3909	149794	961
3909	7140	45
3911	8888	482
3912	3831	1938
3912	77626	13707
3912	82271	2591
3914	10088	1093
3914	10089	1093
3915	57461	13015
3915	98647	32449
3922	715	28054
3922	723	28054
3923	153309	1851
3923	174992	18640
3923	181420	19044
3925	57460	13015
3925	57660	27435
3926	174988	18640
3926	891	2775
3927	6556	11579
3927	6557	11579
3928	10094	25326
3928	153300	1851
3928	153301	1851
3928	153302	1851
3934	102413	28572
3934	102415	28572
3945	29110	3178
3945	890	2775
3947	13260	4540
3947	13262	4540
3955	181687	20239
3955	181692	20239
3955	181705	20239
3955	38223	15000
3959	706	28054
3962	721	28054
3962	722	28054
3967	29012	643
3967	292604	38693
3969	175415	11746
3969	6872	2981
3972	170212	2145
3972	185074	6960
3972	5791	6086
3977	185457	24583
3977	185466	24583
3977	87547	29734
3979	10701	128
3979	10702	128
3982	178459	1098
3982	182255	4020
3983	5331	3322
3983	5371	3322
3989	182389	14958
3989	182394	14958
3989	182402	14958
3990	13164	16349
3990	31892	9869
3990	31915	9869
3992	714	28054
3994	11512	29255
3994	149798	961
3994	156757	11146
3997	180294	1608
3997	180297	1608
3997	182399	14958
4005	14905	10991
4005	7258	1202
4005	7262	1202
4009	43903	24407
4009	43910	24407
4009	43916	24407
4010	10798	9057
4010	10801	9057
4010	10822	9057
4013	11734	2741
4013	182396	14958
4014	186175	22079
4014	186176	22079
4014	186179	22079
4014	186183	22079
4015	4878	7277
4015	63496	33800
4015	63729	16127
4017	231846	19069
4017	6540	11579
4018	103416	1693
4018	107312	3760
4018	107338	3760
4019	8895	482
4019	8899	482
4020	180289	1608
4020	180307	1608
4021	130137	103
4021	180238	1684
4034	12475	2848
4034	14942	10991
4034	5706	833
4039	184264	13
4039	184265	13
4039	184266	13
4042	12369	14293
4044	9010	6308
4051	10927	1399
4051	11217	976
4051	11218	976
4054	11077	8995
4057	11254	2686
4057	12085	21892
4057	183239	17655
4059	3057	3154
4059	3059	3154
4059	3061	3154
4059	3069	3154
4059	3073	3154
4063	12915	8859
4063	186231	10123
4064	12118	21892
4064	19132	5829
4064	77779	35302
4071	176278	2464
4071	39616	2609
4071	39913	24874
4077	13751	5630
4077	13754	5630
4078	7619	1188
4078	76853	3629
4085	11515	29255
4085	11516	29255
4085	11517	29255
4088	158077	3604
4088	158079	3604
4090	183977	283
4090	183978	283
4090	183984	283
4090	183987	283
4098	11546	27990
4098	11547	27990
4104	12526	29543
4104	181012	7112
4104	185522	26640
4108	12546	29543
4108	2772	2005
4108	2777	2005
4110	11528	29255
4110	11533	29255
4110	11535	29255
4111	184447	15818
4111	184448	15818
4116	13256	4540
4116	13265	4540
4116	3582	2770
4122	11963	4693
4122	157669	20487
4133	6541	11579
4137	11701	27771
4137	11702	27771
4138	11079	8995
4145	104606	40453
4145	14013	12669
4145	34497	1399
4148	134149	620
4148	183988	283
4152	12926	1482
4152	5710	833
4153	185072	6960
4153	186222	10123
4153	186223	10123
4153	61735	35587
4156	12155	16259
4156	12159	16259
4156	12351	14293
4160	11549	27990
4160	11550	27990
4160	14187	11128
4161	185349	29433
4172	185480	26640
4172	23246	26053
4172	25907	24461
4174	107938	14725
4174	159	2184
4174	69287	6737
4174	69293	6737
4179	20567	1897
4179	20593	1897
4179	25937	34020
4189	115680	32530
4189	115685	32530
4189	274546	2150
4191	44438	16532
4191	69032	12243
4192	5332	3322
4193	48169	389
4193	48170	389
4193	48173	389
4195	17507	16566
4195	186236	10123
4195	186237	10123
4195	186238	10123
4196	23901	4367
4196	23924	4367
4196	23955	4367
4198	12259	8166
4198	12281	8166
4198	61336	16653
4205	11977	4693
4211	3819	1938
4211	3820	1938
4211	3835	1938
4214	7146	45
4216	10164	1438
4216	10192	1438
4217	9052	6308
4217	9955	135
4218	41146	1399
4218	41157	1399
4218	41159	1399
4222	12898	8859
4222	187005	28952
4222	187006	28952
4225	144132	1081
4226	12707	28452
4226	185488	26640
4234	187735	1183
4234	187738	1183
4234	187750	1183
4234	40345	2126
4235	7631	1188
4235	7632	1188
4235	7633	1188
4236	8927	482
4238	12538	29543
4238	12895	8859
4243	14929	10991
4243	187023	28952
4243	187024	28952
4246	12544	29543
4246	12545	29543
4257	6397	2021
4260	176853	10940
4260	176854	10940
4262	14486	2876
4262	14487	2876
4263	14180	11128
4263	16187	30031
4263	16194	30031
4263	20411	12187
4267	287369	1282
4267	72637	25493
4267	78186	24432
4273	188158	30017
4273	188159	30017
4273	188161	30017
4273	188162	30017
4273	188164	30017
4277	185517	26640
4277	185519	26640
4278	13269	4540
4278	13270	4540
4278	187018	28952
4280	185518	26640
4289	12723	28452
4289	21393	3722
4290	14526	12369
4290	7622	1188
4294	14317	4028
4294	32859	9983
4294	35475	12176
4294	9934	135
4295	112687	19214
4295	39940	22775
4297	13006	2158
4297	13009	2158
4305	15448	19019
4310	14900	10991
4310	14908	10991
4313	16007	135
4313	9936	135
4313	9937	135
4321	15217	3795
4321	27565	701
4321	27567	701
4323	13259	4540
4323	18416	7498
4323	55228	362
4327	4714	1252
4327	9916	135
4327	9959	135
4331	57179	5118
4331	57180	5118
4331	88349	13029
4335	15081	6933
4335	15082	6933
4340	15220	3795
4344	22232	107
4344	53906	2667
4344	8892	482
4345	7635	1188
4345	7636	1188
4350	10919	1399
4350	9170	4602
4352	10940	1399
4352	10941	1399
4352	16038	135
4352	893	2775
4356	6498	6801
4356	6506	6801
4358	20034	17189
4358	44937	1325
4362	15663	326
4363	11049	1709
4363	14936	10991
4379	18034	368
4379	18039	368
4379	18040	368
4379	190740	12257
4381	14897	10991
4381	14904	10991
4396	14564	12369
4396	33397	24811
4396	33398	24811
4397	15666	326
4397	15668	326
4397	15678	326
4402	3066	3154
4402	3067	3154
4402	3068	3154
4406	16882	851
4406	16883	851
4407	13132	1079
4407	13145	1079
4407	13146	1079
4411	14494	2876
4411	14501	2876
4415	16759	28900
4420	5802	6086
4422	15542	3437
4422	23271	22002
4422	23272	22002
4422	283730	35029
4423	16011	135
4423	16012	135
4423	29083	3178
4423	29084	3178
4425	14497	2876
4427	12471	2848
4427	20023	17189
4427	20028	17189
4427	41933	6746
4428	6523	11579
4433	16802	28900
4434	73957	36279
4434	73958	36279
4438	48513	34366
4438	48525	34366
4438	52195	1056
4441	76250	37039
4441	76262	37039
4441	76263	37039
4442	2868	474
4443	11591	19499
4443	24511	30908
4443	3992	1549
4446	2271	94
4446	2273	94
4446	2275	94
4447	14912	10991
4447	14919	10991
4447	14931	10991
4455	116276	41790
4455	14896	10991
4455	18532	1355
4455	90866	8394
4463	16807	28900
4463	26851	15705
4463	26871	2600
4463	707	28054
4474	14185	11128
4474	14186	11128
4480	44312	1587
4480	8371	1565
4481	17498	16566
4481	17499	16566
4484	34489	1399
4484	37119	13505
4484	75922	2681
4487	1799	2950
4487	1803	2950
4490	16002	135
4490	16003	135
4490	16020	135
4492	8904	482
4492	8907	482
4495	10160	1438
4495	18533	1355
4507	16021	135
4511	45511	24119
4511	45512	24119
4511	76322	30905
4513	16024	135
4515	11057	1709
4515	13143	1079
4519	6171	5676
4519	80189	30092
4520	1805	2950
4520	38484	1193
4535	279849	7504
4535	279852	7504
4535	279856	7504
4545	9166	4602
4546	16781	28900
4546	16812	28900
4546	16813	28900
4549	39615	2609
4549	39620	2609
4563	26441	1622
4563	26445	1622
4563	26447	1622
4570	102353	19831
4570	14911	10991
4570	24733	3800
4570	56594	18465
4572	112375	24869
4572	112381	24869
4572	112383	24869
4572	64670	24869
4576	66268	2885
4576	66270	2885
4576	66274	2885
4576	66275	2885
4583	16043	135
4583	16044	135
4583	17998	3810
4586	19665	24210
4586	61758	35587
4586	61776	35587
4586	96498	5965
4590	18004	3810
4590	18005	3810
4590	18006	3810
4591	14356	4927
4591	16221	30031
4592	22178	2600
4592	22179	2600
4592	26872	2600
4594	901	2775
4594	902	2775
4595	45204	12441
4595	45217	12441
4595	45218	12441
4598	2503	19066
4598	6176	5676
4599	21274	13728
4629	19366	28613
4640	19187	135
4640	19188	135
4640	19189	135
4652	27525	3021
4659	12464	2848
4659	12465	2848
4659	26488	2848
4659	26489	2848
4660	25046	36951
4660	25053	36951
4660	25054	36951
4667	102196	158
4667	92220	1278
4667	92224	1278
4680	16026	135
4680	16041	135
4680	16042	135
4681	13056	2158
4687	28005	4624
4687	43336	14021
4687	43337	14021
4693	17503	16566
4693	17508	16566
4693	28003	4624
4697	100165	20962
4697	100174	20962
4697	92150	13441
4697	92179	13441
4699	12472	2848
4701	15046	6933
4701	15273	11953
4703	59231	35211
4703	73029	15766
4705	16048	135
4705	94462	10390
4705	94467	10390
4705	94473	10390
4706	18009	3810
4706	28494	1441
4706	28495	1441
4710	17347	10150
4710	24606	4964
4710	24607	4964
4710	964	1572
4712	49746	11417
4712	60531	6424
4712	93896	110
4719	25765	29786
4719	25766	29786
4731	58193	24968
4731	95870	8660
4731	95875	8660
4733	6398	2021
4734	220951	19289
4734	220952	19289
4738	291945	19221
4738	291957	19221
4738	58078	1365
4741	27757	13437
4742	41609	17811
4742	74181	30754
4744	31668	11377
4744	4158	2046
4744	83616	19347
4748	25901	26041
4748	28399	26117
4750	12478	2848
4750	26486	2848
4750	26487	2848
4757	1811	2950
4766	1814	2950
4767	66411	18883
4770	25951	3050
4771	29403	3634
4771	29406	3634
4771	6409	2021
4773	19207	135
4773	25910	24461
4773	25911	24461
4779	111201	23066
4779	54868	26541
4779	85471	36686
4779	85498	36686
4788	294466	43699
4788	91208	15268
4788	94904	5669
4791	25377	14280
4791	25378	14280
4791	25379	14280
4799	25949	3050
4799	25950	3050
4800	38660	3633
4800	73728	19771
4800	73729	19771
4806	26894	2197
4806	26895	2197
4807	26852	15705
4807	26853	15705
4813	248638	21895
4813	248641	21895
4821	27466	1198
4824	36027	21249
4824	36029	21249
4824	36048	21249
4830	25898	26041
4830	25904	26041
4831	18525	6987
4831	25894	26041
4831	29134	3178
